,Unnamed: 0,Unnamed: 0.1,artist,track,position,date,lyrics,genius_artist
773,1513,15754,The Rawlo Boys Featuring T.O.R.O. & Lil' Smoke,Ain't Nobody (We Got It Locked!),5,2001-12-01,NaN,NaN
774,1517,15815,Bear Witnez!,Can I Get That?!!?,16,2001-12-15,NaN,NaN
776,1520,15898,Pretty Willie,Roll Wit Me,24,2002-01-05,NaN,NaN
778,1522,15944,Skip Featuring Corey C,Pimps/Players,20,2002-01-19,NaN,NaN
780,1528,16041,"D&D Allstars Featuring A.G., Ruck, Jimmy Grand",How It Soundz,17,2002-02-16,NaN,NaN
786,1535,16084,Busta Rhymes Featuring P. Diddy & Pharrell,Pass The Courvoisier Part II,10,2002-03-02,NaN,NaN
787,1536,16090,"Ja Rule Featuring Charli ""Chuck"" Baltimore",Down A** Chick,16,2002-03-02,NaN,NaN
788,1537,16091,Twin And Alchemist,Different Worlds,17,2002-03-02,NaN,NaN
790,1539,16112,"Knoc-Turn'Al With Dr. Dre & Missy ""Misdemeanor"" Elliott",Knoc,13,2002-03-09,NaN,NaN
792,1541,16135,Levert Agee Featuring Mr. Low Down & Evol,Stop Playin',11,2002-03-16,NaN,NaN
795,1545,16180,Beelow,Do Ya Thang Girl,6,2002-03-30,NaN,NaN
797,1548,16209,Lil' Ru,Will Destroy,10,2002-04-06,NaN,NaN
798,1549,16210,Green Eyez,"Mama's Baby, Poppa's Maybe",11,2002-04-06,NaN,NaN
799,1550,16211,P-Lo Featuring Lil Ru & T. Supreme,Shawty,12,2002-04-06,NaN,NaN
802,1553,16245,Cam'Ron Featuring Juelz Santana,Oh Boy/The Roc (Just Fire),21,2002-04-13,NaN,NaN
803,1554,16272,Big Logic,Hyde Ha,23,2002-04-20,NaN,NaN
804,1556,16292,P. Diddy Featuring Usher & Loon,I Need A Girl (Part One),18,2002-04-27,NaN,NaN
805,1558,16308,Rozelly Presents Da Fam Featuring Skubie Tha Ciko And Unique,Bang My Hit,9,2002-05-04,NaN,NaN
806,1560,16342,Won-G Featuring Da Brat,Put It Inside,18,2002-05-11,NaN,NaN
809,1564,16379,N.O.R.E.,Nothin',5,2002-05-25,NaN,NaN
812,1568,16411,Dem Ghetto Playa$,Ghetto Millionaire,12,2002-06-01,NaN,NaN
813,1570,16423,"P. Diddy & Ginuwine Featuring Loon, Mario Winans & Tammy Ruggeri",I Need A Girl (Part Two),24,2002-06-01,NaN,NaN
816,1576,16446,Ludacris Featuring Mystikal & Infamous 2.0,Move B***h,22,2002-06-08,NaN,NaN
832,1599,16796,"Missy ""Misdemeanor"" Elliott",Work It,22,2002-09-14,NaN,NaN
841,1614,17048,Baby Featuring P. Diddy,Do That...,24,2002-11-23,NaN,NaN
843,1620,17123,LL Cool J Featuring Amerie,Paradise,24,2002-12-14,NaN,NaN
845,1623,17172,"Missy ""Misdemeanor"" Elliott Featuring Ludacris",Gossip Folks,23,2002-12-28,NaN,NaN
846,1624,17173,Smilez & Southstar,Tell Me (What's Goin' On),24,2002-12-28,NaN,NaN
850,1629,17274,The Notorious B.I.G. & 50 Cent,Realest N*ggas,25,2003-01-25,NaN,NaN
862,1649,17596,"Missy ""Misdemeanor"" Elliott",P***ycat,22,2003-04-26,NaN,NaN
871,1666,17847,Young Gunz,"Can't Stop, Won't Stop",23,2003-07-05,NaN,NaN
873,1670,17922,Busta Rhymes,Light Your A** On Fire,23,2003-07-26,NaN,NaN
882,1688,18218,Tupac Featuring The Notorious B.I.G.,Runnin (Dying To Live),19,2003-10-18,NaN,NaN
888,1699,18399,Too Short Featuring Lil Jon & The East Side Boyz,Shake That Monkey,25,2003-12-06,NaN,NaN
894,1711,18597,Young Gunz Featuring Rell,No Better Love,23,2004-01-31,NaN,NaN
897,1716,18674,Tupac With Eminem Featuring The Outlawz,One Day At A Time,25,2004-02-21,NaN,NaN
909,1737,19037,Mase,Welcome Back,13,2004-06-05,NaN,NaN
918,1753,19341,Mase Featuring P. Diddy,"Breathe, Stretch, Shake",17,2004-08-28,NaN,NaN
921,1758,19397,J-Kwon Featuring Sadiyyah,You & Me,23,2004-09-11,NaN,NaN
935,1781,19666,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,Lovers & Friends,17,2004-11-27,NaN,NaN
938,1789,19872,Fabolous Featuring Mike Shorey,Baby,23,2005-01-22,NaN,NaN
956,1820,20398,Daddy Yankee,Like You,24,2005-06-18,NaN,NaN
961,1828,20519,David Banner,Play,20,2005-07-23,NaN,NaN
962,1829,20521,"Damian ""Jr. Gong"" Marley",Welcome To Jamrock,22,2005-07-23,NaN,NaN
974,1848,20874,Pharrell Featuring Gwen Stefani,Can I Have It Like That,25,2005-10-29,NaN,NaN
992,1878,21367,Paul Wall,Girl,18,2006-03-18,NaN,NaN
1007,1907,21873,Diddy Featuring Nicole Scherzinger,Come To Me,24,2006-08-05,NaN,NaN
1017,1923,22198,Lil' Boosie Featuring Yung Joc,Zoom,24,2006-11-04,NaN,NaN
1020,1929,22294,Diddy Featuring Christina Aguilera,Tell Me,20,2006-12-02,NaN,NaN
1025,1936,22374,Diddy Featuring Keyshia Cole,Last Night,25,2006-12-23,NaN,NaN
1047,1974,22946,The Alliance Featuring Fabo,Tattoo,22,2007-06-02,NaN,NaN
1077,2015,23682,Trap Starz Clik,Get It Big,25,2007-12-29,NaN,NaN
1081,2024,23856,Rick Ross Featuring T-Pain,The Boss,24,2008-02-16,NaN,NaN
1085,2029,23979,The D.E.Y.,Give You The World,22,2008-03-22,NaN,NaN
1094,2045,24182,Baby Bash Featuring Keith Sweat,Don't Stop,25,2008-05-17,NaN,NaN
1114,2068,24582,Savage Featuring Soulja Boy Tell'em,Swing,25,2008-09-06,NaN,NaN
1136,2099,25107,Baby Bash Featuring Lil Jon & Mario,That's How I Go,25,2009-01-31,NaN,NaN
1147,2114,25355,Flo Rida Featuring Wynter,Sugar,22,2009-04-18,NaN,NaN
1166,2148,25857,LMFAO,La La La,24,2009-09-05,NaN,NaN
1174,2157,26006,Lil Boosie Featuring Young Jeezy & Webbie,Better Believe It,23,2009-10-17,NaN,NaN
1179,2162,26057,6 Tre G,Fresh,24,2009-10-31,NaN,NaN
1185,2170,26257,Roscoe Dash Featuring Soulja Boy Tell'em,All The Way Turnt Up,24,2009-12-26,NaN,NaN
1188,2173,26307,Plies Featuring Keri Hilson,Medicine,24,2010-01-09,NaN,NaN
1240,2247,27482,E-40 Featuring Too $hort,Bitch,24,2010-12-04,NaN,NaN
1247,2257,27680,Kanye West  Jay Z,H*A*M,22,2011-01-29,NaN,NaN
1248,2258,27708,Snoop Dogg,Sweat,25,2011-02-05,NaN,NaN
1319,2351,29379,Drake Featuring Lil Wayne,HYFR (Hell Yeah F*****g Right),21,2012-05-19,NaN,NaN
1343,2384,29929,Macklemore & Ryan Lewis Featuring Wanz,Thrift Shop,21,2012-10-20,NaN,NaN
1352,2396,30022,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",F**kin Problems,14,2012-11-17,NaN,NaN
1362,2413,30356,Macklemore & Ryan Lewis Featuring Ray Dalton,Can't Hold Us,23,2013-02-16,NaN,NaN
1363,2414,30357,Macklemore & Ryan Lewis Featuring Mary Lambert,Same Love,24,2013-02-16,NaN,NaN
1400,2469,31178,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,20,2013-10-05,NaN,NaN
1416,2501,31581,Future,Shhh...,23,2014-01-25,NaN,NaN
1427,2518,31757,"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",Feelin' Myself,24,2014-03-15,NaN,NaN
1434,2525,31826,Lil' Boosie & Webbie Featuring Kiara,Show Da World,18,2014-04-05,NaN,NaN
1436,2527,31853,50 Cent,Pilot,20,2014-04-12,NaN,NaN
1442,2534,32000,"DJ Khaled Featuring Jay Z, Meek Mill, Rick Ross & French Montana",They Don't Love U No More,17,2014-05-24,NaN,NaN
1458,2557,32298,Bobby Shmurda,Hot Boy,15,2014-08-16,NaN,NaN
1468,2572,32498,Big Sean Featuring E-40,I Don't F**k With You,15,2014-10-11,NaN,NaN
1484,2600,32882,Machine Gun Kelly,Til I Die,24,2015-01-24,NaN,NaN
1508,2647,33426,Travi$ Scott Featuring Future & 2 Chainz,3500,18,2015-06-27,NaN,NaN
1519,2663,33582,Future,Trap N****s,24,2015-08-08,NaN,NaN
1521,2672,33669,@iHeartMemphis,Hit The Quan,11,2015-09-05,NaN,NaN
1522,2674,33678,N.W.A,F**k Tha Police,20,2015-09-05,NaN,NaN
1523,2675,33713,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,5,2015-09-19,NaN,NaN
1524,2676,33751,Travi$ Scott,Antidote,18,2015-09-26,NaN,NaN
1530,2695,33973,DLOW,Bet You Can't Do It Like Me,15,2015-11-28,NaN,NaN
1544,2716,34296,Future,Fly S**t Only,13,2016-02-27,NaN,NaN
1550,2726,34395,Kendrick Lamar,Untitled 02 l 06.23.2014.,12,2016-03-26,NaN,NaN
1551,2727,34399,Kendrick Lamar,Untitled 07 l 2014 - 2016,16,2016-03-26,NaN,NaN
1565,2772,34790,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic, Ty Dolla $ign & X Ambassadors",Sucker For Pain,7,2016-07-16,NaN,NaN
1574,2788,34982,Young Thug And Travis Scott Featuring Quavo,Pick Up The Phone,24,2016-09-03,NaN,NaN
1579,2797,35095,Zayion McCall Featuring Zay Hilfigerrr,Juju On Dat Beat (TZ Anthem),12,2016-10-08,NaN,NaN
1592,2817,35333,A Boogie Wit da Hoodie,My Sh*t,25,2016-12-10,NaN,NaN
1595,2820,35379,gnash Featuring Johnny Yukon,Home,21,2016-12-24,NaN,NaN
