,artist,track,position,date
10096,Royal Flush,Iced Down Medallions,22,1997-07-26
10101,The Notorious B.I.G. Featuring Puff Daddy & Mase,Mo Money Mo Problems,2,1997-08-02
10137,O.C. Featuring Yvette Michele,Far From Yours,13,1997-08-09
10144,Nastyboy Klick Featuring Roger Troutman,Down For Yours,20,1997-08-09
10147,"Trapp, Tupac & Notorious B.I.G.",Be The Realist,23,1997-08-09
10158,Foxy Brown Featuring Dru Hill,"Big Bad Mamma (From ""Def Jam's How To Be A Player"")",9,1997-08-16
10205,Mack 10,Backyard Boogie,6,1997-08-30
10216,AZ Featuring SWV,Hey AZ,17,1997-08-30
10222,Young M.C.,On & Poppin',23,1997-08-30
10228,Master P Featuring Pimp C And The Shocker,I Miss My Homies,4,1997-09-06
10234,Common Featuring Chantay Savage,Reminding Me (Of Sef),10,1997-09-06
10241,DJ Kool,I Got Dat Feelin',17,1997-09-06
10246,Kinfusion,Crooked Green Papers,22,1997-09-06
10263,"Shaquille O'Neal, Ice Cube, B Real, Peter Gunz & KRS-One",Men Of Steel,14,1997-09-13
10272,CRU,Bubblin',23,1997-09-13
10282,Lost Boyz,Me And My Crazy World,8,1997-09-20
10283,Refugee Camp All Stars Featuring Pras (With Ky-mani),Avenues,9,1997-09-20
10289,Hurricane G,Somebody Else,15,1997-09-20
10298,Blac Haze,Let Me Holla At Cha,24,1997-09-20
10311,The Beatnuts Featuring Big Punisher & Cuban Link,Off The Books,12,1997-09-27
10316,EPMD,The Joint,17,1997-09-27
10324,RBL Posse,How We Comin',25,1997-09-27
10340,Jay-Z Featuring Babyface And Foxy Brown,Sunshine,16,1997-10-04
10346,Mad Dog Clique,Bump'n In Your Trunk,22,1997-10-04
10365,Mr. Money Loc,Imma Rolla,16,1997-10-11
10370,Wu-Tang Clan,It's Yourz,21,1997-10-11
10383,Bone Thugs-N-Harmony,If I Could Teach The World,9,1997-10-18
10411,Twista,Get It Wet,12,1997-10-25
10415,Queen Pen Featuring Teddy Riley,Man Behind The Music,16,1997-10-25
10422,Nadanuf Featuring Kurtis Blow,The Breaks,23,1997-10-25
10424,Lil' O,Can't Stop,25,1997-10-25
10425,Mase,Feel So Good,1,1997-11-01
10434,Big Punisher,I'm Not A Player,10,1997-11-01
10436,Capone -N- Noreaga,Closer,12,1997-11-01
10467,Craig Mack,What I Need,18,1997-11-08
10468,Naughty By Nature,Mourn You Til I Join You,19,1997-11-08
10473,Rodney O,What U Gotta Say,24,1997-11-08
10474,D'Meka,Coast To Coast,25,1997-11-08
10495,Nice & Smooth,Blazing Hot,21,1997-11-15
10498,Fraze,Bounce Baby Bounce,24,1997-11-15
10511,E-A-Ski Featuring Montell Jordan,Showdown,12,1997-11-22
10543,Kinsu,Tha Hop,19,1997-11-29
10551,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),Been Around The World,2,1997-12-06
10554,Gang Starr,You Know My Steez,5,1997-12-06
10561,The Notorious B.I.G.,Going Back To Cali,12,1997-12-06
10569,Shaqueen,Just Because,20,1997-12-06
10574,Young M.C.,Madame Buttafly,25,1997-12-06
10578,WC From Westside Connection,Just Clownin',4,1997-12-13
10592,2Pac,I Wonder If Heaven Got A Ghetto,18,1997-12-13
10623,K.P. & Envyi,Swing My Way,24,1997-12-20
10629,Sting & The Police,Roxanne `97 - Puff Daddy Remix,5,1997-12-27
10633,Lord Tariq & Peter Gunz,Deja Vu [Uptown Baby],9,1997-12-27
10634,"LL Cool J Featuring Method Man, Redman, DMX, Canibus And Master P","4, 3, 2, 1",10,1997-12-27
10648,Rampage,We Getz Down,24,1997-12-27
10661,Militia,Burn,12,1998-01-03
10681,Busta Rhymes,Dangerous,7,1998-01-10
10719,Heat,Two Wrongs,20,1998-01-17
10750,LL Cool J,Father,1,1998-01-31
10754,Mase Featuring Total,What You Want,5,1998-01-31
10755,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",Make Em' Say Uhh!,6,1998-01-31
10767,The Psycho Realm,The Stone Garden,18,1998-01-31
10771,Onyx + Wu-Tang Clan,The Worst,22,1998-01-31
10776,Wyclef Jean,Gone Till November,2,1998-02-07
10783,The Lox,If You Think I'm Jiggy,9,1998-02-07
10798,Born Jamericans,Send My Love/Send One Your Love,24,1998-02-07
10815,Sylk-E. Fyne Featuring Chill,Romeo And Juliet,16,1998-02-14
10817,M.O.P.,Handle UR Bizness,18,1998-02-14
10819,Mic Geronimo Featuring DMX & Black Rob,Nothin' Move But The Money,20,1998-02-14
10843,Will Smith,Gettin' Jiggy Wit It,19,1998-02-21
10847,DMX Featuring Sheek Of The Lox,Get At Me Dog,23,1998-02-21
10868,Kingpin Skinny Pimp,Another Riot,19,1998-02-28
10880,JD Featuring Da Brat,The Party Continues,6,1998-03-07
10885,Queen Pen Featuring Eric Williams,All My Love,11,1998-03-07
10899,Nadanuf,6 A.M. (We Be Rollin'),25,1998-03-07
10913,Jay-Z  Featuring BLACKstreet,A Million And One Questions/The City Is Mine,14,1998-03-14
10930,2Pac Featuring Eric Williams,Do For Love,6,1998-03-21
10934,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,Victory,10,1998-03-21
10939,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",Just Be Straight With Me,15,1998-03-21
10948,Beenie Man,Who Am I,24,1998-03-21
10963,Luke Featuring No Good But So Good,Raise The Roof,14,1998-03-28
10965,Salt-N-Pepa,Gitty Up,16,1998-03-28
10973,Do Or Die Featuring Johnny P & Twista,Still Po' Pimpin',24,1998-03-28
10983,The Lox [Featuring DMX & Lil' Kim],"Money, Power & Respect",9,1998-04-04
11002,Canibus,Second Round K.O.,3,1998-04-11
11014,Master P Featuring Sons Of Funk,I Got The Hook Up!,15,1998-04-11
11048,Rufus Blaq,Out Of Sight (YO),24,1998-04-18
11082,Timbaland & Magoo,Clock Strikes,8,1998-05-02
11093,Busta Rhymes,Turn It Up [Remix]/Fire It Up,19,1998-05-02
11095,Mr. Money Loc Featuring Above The Law,Throw Yo Hood Up,21,1998-05-02
11147,Darq Age,Come & Get It,23,1998-05-16
11149,Cardan (Featuring Jermaine Dupri),Jam On It,25,1998-05-16
11173,B.L.H.U.N.T.,Choke,24,1998-05-23
11191,The 2 Live Crew (Feat. KC Of KC & The Sunshine Band & Freak Nasty),2 Live Party,17,1998-05-30
11206,John Forte,Ninety Nine [Flash The Message],7,1998-06-06
11241,Big Punisher Featuring Joe,Still Not A Player,17,1998-06-13
11246,Players For Life,"Thisaway, Thataway (Hillside Anthem)",22,1998-06-13
11270,MC Ren,Ruthless For Life,21,1998-06-20
11271,Cosmic Slop Shop,Sinful,22,1998-06-20
11275,Puff Daddy Featuring Jimmy Page,Come With Me,1,1998-06-27
11286,All City,The Actual,12,1998-06-27
11290,Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,Ghetto Supastar (That Is What You Are),16,1998-06-27
11314,Goodie Mob Featuring Outkast,Black Ice (Sky High),15,1998-07-04
11320,Heather B.,Do You,21,1998-07-04
11334,Hi-Town DJs,Ding-A-Ling,10,1998-07-11
11353,69 Boyz,Woof Woof,4,1998-07-18
11364,Cam'Ron Featuring Mase,Horse & Carriage,15,1998-07-18
11366,Twista & The Speed Knot Mobstaz,In Your World,17,1998-07-18
11379,Mase Featuring Puff Daddy,Lookin' At Me,5,1998-07-25
11390,Xzibit,What U See Is What U Get,16,1998-07-25
11394,General Grant,No Woman,20,1998-07-25
11415,"DJ Smurf Featuring DJ Taz, DJ Kizzy Rock And June Dog",Girls,16,1998-08-01
11423,P.A. (Parental Advisory),Like We Do,24,1998-08-01
11430,Wyclef Jean Featuring Queen Pen & The Product,Cheated (To All The Girls),6,1998-08-08
11439,Memphis Bleek (& Jay-Z),It's Alright,15,1998-08-08
11453,Queen Latifah Featuring Apache,Bananas [Who You Gonna Call?],4,1998-08-15
11456,"Master P Featuring Silkk The Shocker, Sons Of Funk And Mo B. Dick",Goodbye To My Homies,7,1998-08-15
11485,Mos Def & Kweli Are Black Star,Definition,11,1998-08-22
11492,A Tribe Called Quest,Find A Way,18,1998-08-22
11515,Professor Griff,The Ole B#tch-U-Worryz,16,1998-08-29
11528,Snoop Dogg,Still A G Thang,4,1998-09-05
11548,Kid Capri Featuring Snoop Doggy Dogg & Slick Rick,Unify,24,1998-09-05
11554,"Tragedy, Capone, Infinite",'98 Thug Paradise,5,1998-09-12
11555,Noreaga,SuperThug (What What),6,1998-09-12
11563,Heltah Skeltah Featuring Starang Wondah Of O.G.C. & Doc Holiday,I Ain't Havin' That,14,1998-09-12
11591,Cypress Hill,Dr. Greenthumb,17,1998-09-19
11595,Fat Joe (Featuring Puff Daddy),Don Cartagena,21,1998-09-19
11596,Buddha Monk,Spark Somebody Up,22,1998-09-19
11618,Too $hort,Invasion Of The Flat Booty B*****s,19,1998-09-26
11633,Bounty Killer Featuring Mobb Deep & Rappin' Noyd,Deadly Zone,9,1998-10-03
11646,Jay-Z Featuring Amil (Of Major Coinz) & Ja,Can I Get A...,22,1998-10-03
11666,Dres,Pardon Me While I Come Back.,17,1998-10-10
11682,WC Featuring Jon B.,Better Days,8,1998-10-17
11692,Nastyboy Klick,Lost In Love,18,1998-10-17
11697,Big Daddy Kane,"Uncut, Pure",23,1998-10-17
11702,Brand Nubian,Don't Let It Go To Your Head,3,1998-10-24
11712,Mag 7,The Street Mix,13,1998-10-24
11715,Fat Pat,Tops Drop,16,1998-10-24
11725,Ice Cube Featuring Mr. Short Khop,Pushin' Weight,1,1998-10-31
11729,Mia X Featuring Charlie Wilson,Whatcha Wanna Do?,5,1998-10-31
11749,5CENT Featuring Sh'killa,Never Enough,25,1998-10-31
11756,Mack 10 Featuring Gerald Levert,Money's Just A Touch Away,7,1998-11-07
11764,Jay-Z,Hard Knock Life (Ghetto Anthem),15,1998-11-07
11771,Lauryn Hill,Doo Wop (That Thing),22,1998-11-07
11773,Eminem,Just Don't Give A F***,24,1998-11-07
11790,A+,Enjoy Yourself,16,1998-11-14
11792,"DMX, Method Man, NAS, Ja Rule",The Grand Finale,18,1998-11-14
11798,The 2 Live Crew Featuring Ice-T,The Real One,24,1998-11-14
11805,Mo Thugs Family Featuring Bone Thugs-N-Harmony,Ghetto Cowboy,6,1998-11-21
11818,"Raise Up Click Feat. Coop, T.J., Money Mike, Lady D, Devious One",Pusher Man,19,1998-11-21
11820,Medina Green,Crosstown Beef,21,1998-11-21
11842,DMX,Ruff Ryders' Anthem,18,1998-11-28
11844,Chuck Smooth,Who Let The Dogs Out?,20,1998-11-28
11857,Nonchalant Featuring Rampage,Take It There,8,1998-12-05
11870,Method Man Featuring Streetlife,Judgement Day/Dangerous Grounds,21,1998-12-05
11871,DJ Honda Featuring Mos Def,Travellin' Man,22,1998-12-05
11873,Foxy Brown,Hot Spot,24,1998-12-05
11874,Monie Featuring Kane & Abel,Get At Me,25,1998-12-05
11930,"Cool Breeze Featuring OutKast, Goodie Mob & Witchdoctor",Watch For The Hook,6,1998-12-26
11946,No Good-N-Jiggie Featuring Luke,Lizard-Lizard,22,1998-12-26
11979,Too $hort,More Freaky Tales,5,1999-01-09
12052,Snoop Dogg Featuring Mystikal And Fiend,Woof,3,1999-01-30
12058,Redman,Da Goodness,9,1999-01-30
12067,Afu-Ra,Whirlwind Thru Cities,18,1999-01-30
12073,DJ S&S Featuring B.B.O.,Beat Of The Day (Throw Ya Hands Up),24,1999-01-30
12074,Raheem,"You Scared, You Scared/DJ Will U Please Play",25,1999-01-30
12084,"KRS-One Feat. Buckshot, Cam'Ron, Keith Murray, Killah Priest, Pr",5 Boroughs,10,1999-02-06
12090,"Gold Featuring Layzie Bone, Menenski, Tee &  Halo",Free Your Mind,16,1999-02-06
12109,Method Man Featuring D'Angelo,Break Ups 2 Make Ups,10,1999-02-13
12120,B Da Outta Sight Child,Free & Single,21,1999-02-13
12141,Indo G,Remember Me Ballin,17,1999-02-20
12147,Infamous Syndicate,Here I Go,23,1999-02-20
12155,Trick Daddy Featuring Trina,Nann,6,1999-02-27
12175,Silkk The Shocker Featuring Mystikal,It Ain't My Fault 2/Somebody Like Me,1,1999-03-06
12185,Juvenile,Ha,11,1999-03-06
12194,Tony-O Featuring Kevin Gardner & Redwine,PhD. (Playa Hata Degree),20,1999-03-06
12199,Tee Kee Featuring Da'imon,Every Thing I Want,25,1999-03-06
12205,Mos Def & Talib Kweli Are Black Star Featuring Common,Respiration,6,1999-03-13
12207,Bad Azz Featuring Snoop Dogg,We Be Puttin' It Down,8,1999-03-13
12208,Charli Baltimore Featuring Ghostface Killah,Stand Up,9,1999-03-13
12209,Eminem,My Name Is,10,1999-03-13
12218,Jay-Z Featuring DMX,Money Cash Hoes/Jigga What?,19,1999-03-13
12220,Ja Rule,Holla Holla,21,1999-03-13
12224,Psycho Vs. Iriscience,On Deadly Ground,25,1999-03-13
12227,Nas,Nas Is Like,3,1999-03-20
12250,Busta Rhymes Featuring Janet,What's It Gonna Be?!,1,1999-03-27
12270,C. Webb Featuring Kurupt,Gangsta! Gangsta! (How U Do It),21,1999-03-27
12273,Fatman Scoop & Crooklyn Clan Featuring Faith Evans,Be Faithful,24,1999-03-27
12295,The Roots Featuring Erykah Badu,You Got Me,21,1999-04-03
12296,"Lox, DMX, Drag-On & Eve",Ryde Or Die,22,1999-04-03
12317,Pete Rock Featuring Carl McIntosh & Jane Eugene Formerly Of Loose Ends,Take Your Time,18,1999-04-10
12319,Common Featuring Sadat X,One-Nine-Nine-Nine,20,1999-04-10
12343,Mobb Deep,Quiet Storm,19,1999-04-17
12345,Lil' Rachett Featuring LV,What G's Do 4 Money,21,1999-04-17
12349,JT Money Featuring Sole,Who Dat,25,1999-04-17
12357,NAS Featuring Puff Daddy,Hate Me Now,8,1999-04-24
12363,T.W.D.Y. Featuring Too Short & Mac Mall,Players Holiday,14,1999-04-24
12382,Gangsta Boo,Nasty Trick,8,1999-05-01
12394,Baby DC Featuring Imajin,"Bounce, Rock, Skate, Roll",20,1999-05-01
12396,Slick Rick Featuring OutKast,Street Talkin',22,1999-05-01
12420,"Missy ""Misdemeanor"" Elliott",She's A Bitch,21,1999-05-08
12458,MC Eiht,Automatic,9,1999-05-22
12488,Black Dave,Big Mama (Go Big Girl),14,1999-05-29
12499,Tanto Metro & Devonte,Everyone Falls In Love,25,1999-05-29
12503,The Beatnuts Featuring Yellaklaw,Watch Out Now,4,1999-06-05
12521,40K Crew,Cold Feet,22,1999-06-05
12540,Rahzel,All I Know,16,1999-06-12
12541,"Intoxicated Featuring Sammy Sam, Baby D, B Real & Beezlee",Get'em,17,1999-06-12
12542,Cam'ron,Let Me Know,18,1999-06-12
12543,Mozae,What We Be Bout,19,1999-06-12
12545,"DJ Hurricane Feat. Rah Digga, Rampage & Lord Have Mercy",Come Get It,21,1999-06-12
12546,Sway & King Tech Featuring DJ Revolution,The Anthem,22,1999-06-12
12547,Loko Featuring Sammy Sam,Move,23,1999-06-12
12563,DJ S&S Featuring H.O.T.O.N.E.S.,Make It Hot,14,1999-06-19
12566,Sporty Thievz Featuring Mr. Woods,No Pigeons,17,1999-06-19
12590,GZA/Genius,"Breaker, Breaker",16,1999-06-26
12596,Buddha Monk,Life's A Scheme,22,1999-06-26
12599,"Lil' Cease Feat. Lil' Kim, Joe Hooker & Mr. Bristal",Play Around,25,1999-06-26
12607,Tru,Tru Homies,8,1999-07-03
12617,White Dawg,Restless,18,1999-07-03
12619,Group Home Featuring Agallah,Make It In Life,20,1999-07-03
12651,Naughty By Nature Featuring Zhane,Jamboree,2,1999-07-17
12662,Will Smith Featuring Dru Hill & Kool Mo Dee,Wild Wild West,13,1999-07-17
12663,Black Moon,Worldwind (This Is What It Sounds Like),14,1999-07-17
12674,Jim Crow Featuring Jazze Pha & Too Short,That Drama (Baby's Mama),25,1999-07-17
12683,Mercedes Featuring Master P,It's Your Thing,9,1999-07-24
12716,The High & Mighty Featuring Mos Def & Mad Skillz,B-Boy Document 99,17,1999-07-31
12724,Tee Kee & Diamon Ra'mone,Freak With Me,25,1999-07-31
12739,YoungBloodZ,U-Way (How We Do It),15,1999-08-07
12770,Q-Tip,Vivrant Thing,21,1999-08-14
12799,Large Professor And Neek The Exotic,Rhyme Mania `99,25,1999-08-21
12811,"Half-A-Mill Featuring Noreaga, Musalini And Kool G Rap",Thug Ones,12,1999-08-28
12812,Mr. Mike,Texas 2000,13,1999-08-28
12817,T.W.D.Y.,Drinks On Me,18,1999-08-28
12826,Jay-Z,Jigga My N****,2,1999-09-04
12846,Fifteen,Livin That Ghetto Life,22,1999-09-04
12865,Method Man & Redman,Tear It Off,16,1999-09-11
12873,50 Cent Featuring The Madd Rapper,How To Rob,24,1999-09-11
12876,Warren G Featuring Mack 10,I Want It All,2,1999-09-18
12878,Pharoahe Monch,Simon Says,4,1999-09-18
12885,Akinyele,Take A Lick,11,1999-09-18
12889,UGK Featuring Kool Ace & Too Short,Pimpin' Ain't No Illusion,15,1999-09-18
12893,O.G.C.,Bounce To The Ounce,19,1999-09-18
12895,Chilldrin Of Da Ghetto Featuring Soultre,Luv At First Sight,21,1999-09-18
12918,Facez Of Death,Frontline,19,1999-09-25
12924,Mobb Deep Featuring NAS,It's Mine,25,1999-09-25
12934,U-God,Bizarre,10,1999-10-02
12937,Flexx G. Featuring Kurupt And Alkatraz,Whole Lot Of Gangstas Die,13,1999-10-02
12967,LT. Stitchie Featuring Mad Lion,Ego Tripping,18,1999-10-09
12968,Eve,Gotta Man,19,1999-10-09
12982,Puff Daddy Featuring Hurricane G,P.E. 2000,8,1999-10-16
12987,Puff Daddy Featuring R. Kelly,Satisfy You,13,1999-10-16
12988,Shyheim,Manchild,14,1999-10-16
12998,Black Moon,Jump Up,24,1999-10-16
13019,Mos Def,Ms. Fat Booty,20,1999-10-23
13027,Sole Featuring JT Money & Kandi,"4, 5, 6",3,1999-10-30
13028,Master P Featuring D.I.G.,Step To This,4,1999-10-30
13046,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",Bling Bling,22,1999-10-30
13048,Juvenile Featuring Mannie Fresh & Lil' Wayne,Back That Thang Up,24,1999-10-30
13063,Drama,Left/Right,14,1999-11-06
13080,Nas,NAStradamus,6,1999-11-13
13088,O,In The Game,14,1999-11-13
13096,Lil' Rachett,Lose Yo Mind,22,1999-11-13
13098,Dr. Dre Featuring Snoop Dogg,Still D.R.E.,24,1999-11-13
13116,Maurice Malone Presents Bullets And Gunsmoke,Ballaz 4 Life,17,1999-11-20
13122,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",Hot Boyz,23,1999-11-20
13123,Method Man & Redman,Da Rockwilder,24,1999-11-20
13149,Ike Jackson Presents Tom Paper,I'm Just A Bill,25,1999-11-27
13152,Ice Cube Featuring Mack 10 & Ms. Toi,You Can Do It,3,1999-12-04
13156,Drag-On & Juvenile,Down Bottom/Spit These Bars,7,1999-12-04
13193,Hot Ones,"Floss, Don, One",19,1999-12-11
13219,Grandmaster Slice,Strokin' 2000,20,1999-12-18
13222,Chuck Smooth,Bumpin' Uglies,23,1999-12-18
13229,Snoop Dogg Presents Tha Eastsidaz,G'd Up,5,1999-12-25
13235,DMX,What's My Name,11,1999-12-25
13244,Funkmaster Flex & Big Kap Featuring The Ruff Ryders,We In Here,20,1999-12-25
13248,Jay-Z Featuring Beanie Sigel & Amil,Do It Again (Put Ya Hands Up),24,1999-12-25
13266,Limp Bizkit Featuring Method Man,N 2 Gether Now,17,2000-01-01
13370,Big Pope Featuring MC Breed,G.I. Streets,21,2000-01-29
13383,Miracle,Bounce,9,2000-02-05
13394,Rakim,When I B On Tha Mic,20,2000-02-05
13397,Method Man & Redman,Y.O.U.,23,2000-02-05
13403,Puff Daddy Featuring Mario Winans & Hezekiah Walker & The Love Fe,Best Friend,4,2000-02-12
13419,Will Smith,Freakin' It,20,2000-02-12
13420,Talib Kweli & Hi-Tek,The Express,21,2000-02-12
13424,Da Brat,That's What I'm Looking For/What'Chu Like,25,2000-02-12
13432,Ol' Dirty Bastard Featuring Kelis,Got Your Money,8,2000-02-19
13448,Champtown Introducing D'Phuzion,Bang Bang Boogie,24,2000-02-19
13459,Ying Yang Twins,Whistle While You Twurk,10,2000-02-26
13460,DMX,Party Up (Up In Here),11,2000-02-26
13461,LT. Stitchie Featuring Chevelle Franklyn,Mr. Lover,12,2000-02-26
13462,Black Rob,Whoa!,13,2000-02-26
13473,Common,The 6th Sense,24,2000-02-26
13486,69 Boyz Featuring D.T. The Incredible Hulk,How We Roll,12,2000-03-04
13523,Dilated Peoples,The Platform,24,2000-03-11
13528,Nelly,(Hot S**t) Country Grammar,4,2000-03-18
13537,Jay-Z,Anything/Big Pimpin',13,2000-03-18
13543,Funkmaster Flex & Big Kap Featuring LL Cool J,Ill Bomb,19,2000-03-18
13565,Rah Digga Featuring Busta Rhymes,Imperial,16,2000-03-25
13566,Da Fat Cat Clique Featuring May B,Fabulous,17,2000-03-25
13571,Big Punisher Featuring Donell Jones,It's So Hard,22,2000-03-25
13596,Mad Skillz,Ghost Writer,22,2000-04-01
13597,Beanie Sigel,The Truth,23,2000-04-01
13605,Lil Jon & The East Side Boyz,I Like Dem Girlz,6,2000-04-08
13619,Ronny Jordan Featuring Mos Def,A Brighter Day,20,2000-04-08
13625,504 Boyz,Wobble Wobble,1,2000-04-15
13673,Out Of Order Featuring Twista,Work Som'n Twurk Som'n,24,2000-04-22
13691,Rasheeda Featuring Pastor Troy & Re Re,Do It,17,2000-04-29
13692,Spooks,Things I've Seen,18,2000-04-29
13731,Hip Hop For Respect,One Four Love Pt. 1,7,2000-05-13
13740,Big Gank Featuring DJ Swamp,Me Without A Rhyme,16,2000-05-13
13770,Trig Featuring Funkadelic,We Are Family 2000,21,2000-05-20
13784,Profitt Featuring C-Loc,Crooked I Anthem-Ridaz,10,2000-05-27
13794,Nature Featuring NAS,The Ultimate High,20,2000-05-27
13797,Rah Digga,Break Fool,23,2000-05-27
13806,Eminem,The Real Slim Shady,7,2000-06-03
13812,Lox Featuring Eve,Recognize,13,2000-06-03
13820,Jurassic 5,Quality Control,21,2000-06-03
13823,Dr. Dre Featuring Snoop Dogg,The Next Episode,24,2000-06-03
13826,Too $hort,2 B*tches,2,2000-06-10
13836,Sean Paul & Mr. Vegas,Hot Gal Today (Haffi Get De Gal Yah),12,2000-06-10
13838,Midwest Mafia Featuring Phatty Banks,So Flossy,14,2000-06-10
13839,Jermaine Dupri & NAS Featuring Monica,I've Got To Have It,15,2000-06-10
13851,Big L,Flamboyant,2,2000-06-17
13860,Jovishes,Get Buck,11,2000-06-17
13865,Cuban Link,Flowers For The Dead,16,2000-06-17
13872,"Trick Daddy Featuring Duece Poppito, Trina, Co",Shut Up,23,2000-06-17
13896,Philly's Most Wanted,Y'all Can't Never Hurt Us,22,2000-06-24
13897,Canibus,Mic-Nificent,23,2000-06-24
13924,Ghostface Killah,Cherchez LaGhost,25,2000-07-01
13944,Lil' Kim,No Matter What They Say,20,2000-07-08
13950,Lil' Zane Featuring 112,Callin' Me,1,2000-07-15
13961,DJ Kool Featuring Fatman Scoop,It Takes Two,12,2000-07-15
13962,Eve & Jadakiss,Got It All,13,2000-07-15
13964,Shyne Featuring Barrington Levy,Bad Boyz,15,2000-07-15
13965,LL Cool J,Imagine That,16,2000-07-15
13980,X-Con,WHOA! Lil' Mama...,6,2000-07-22
13987,Strings,Tongue Song,13,2000-07-22
13988,De La Soul Featuring Redman,Oooh.,14,2000-07-22
14001,Major Figgas,Yeah That's Us,2,2000-07-29
14010,"Murda-1, Nittie, Lil Gangsta, Short, Heron, V.S.",Ball Ball,11,2000-07-29
14020,Common,The Light,21,2000-07-29
14036,Jay-Z Featuring Memphis Bleek & Amil,Hey Papi,12,2000-08-05
14046,Capone -N- Noreaga,Phone Time,22,2000-08-05
14049,Wyclef Jean Featuring The Rock & Melky Sedeck,It Doesn't Matter,25,2000-08-05
14060,Havana,How Much You Want Me,11,2000-08-12
14068,Mystikal,Shake Ya Ass,19,2000-08-12
14075,Lil Bow Wow Featuring Xscape,Bounce With Me,1,2000-08-19
14083,"Devyne Stephens ""The Entertainer""",Un-Huh,9,2000-08-19
14118,Camara,Monet,19,2000-08-26
14123,Eminem,The Way I Am,24,2000-08-26
14130,Too $hort,You Nasty,6,2000-09-02
14139,"DJ Hurricane With Xzibit, Big Gipp and Pharoahe Monch",Connect,15,2000-09-02
14142,Jahari,Come Ride With Me,18,2000-09-02
14145,"Green Eyez Featuring B-Brazy, Redrum, Squeak Ru, Big Wy",Ghetto Star,21,2000-09-02
14148,Busta Rhymes,Fire,24,2000-09-02
14164,Kane & Abel Featuring PNC And 5th Ward Weebie,Shake It Like A Dog,15,2000-09-09
14199,Ja Rule Featuring Christina Milian,Between Me And You,25,2000-09-16
14205,Silkk The Shocker Featuring Master P And Mac,He Did That,6,2000-09-23
14216,D-Don Featuring Redman,And You Know That,17,2000-09-23
14222,Talib Kweli & Hi-Tek,Move Somethin',23,2000-09-23
14228,Phife Dawg,Flawless,4,2000-09-30
14240,Mos Def Featuring Ghostface Killah,Ms. Fat Booty 2,16,2000-09-30
14248,Ram Squad Featuring Ereks XL And Wiz Gam,Ballers (Up In Here),24,2000-09-30
14265,Self,Fire It Up,16,2000-10-07
14272,The Pharcyde,Trust,23,2000-10-07
14299,Ludacris Featuring Shawnna,What's Your Fantasy,25,2000-10-14
14303,Slimm Calhoun Featuring Andre 3000,It's OK,4,2000-10-21
14312,Suicide,Big Doe,13,2000-10-21
14332,Philly's Most Wanted,Cross The Border,8,2000-10-28
14348,Sylk-E. Fyne Featuring Snoop Dogg & Bizzy Bone,Ya Style,24,2000-10-28
14358,Wu-Tang Clan,Protect Ya Neck (The Jump Off),9,2000-11-04
14376,Master P,Souljas,2,2000-11-11
14382,Jay-Z,I Just Wanna Love U (Give It 2 Me),8,2000-11-11
14402,Snoop Dogg Presents Doggys Angels Featuring LaToya,Baby If You're Ready,3,2000-11-18
14449,Method Man,Even If,25,2000-11-25
14454,Freddie Foxxx Bumpy Knuckles,R.N.S.,5,2000-12-02
14457,Jurassic 5,W.O.E. Is Me (World Of Entertainment),8,2000-12-02
14458,Smut Peddlers,That Smut,9,2000-12-02
14466,Prodigy,Keep It Thoro,17,2000-12-02
14468,Wyclef Jean Featuring Mary J. Blige,911,19,2000-12-02
14469,Lil Bow Wow,Bow Wow (That's My Name),20,2000-12-02
14473,Lil' Kim Featuring Sisqo,How Many Licks?,24,2000-12-02
14474,Ja Rule,6 Feet Underground,25,2000-12-02
14499,Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Where I Wanna Be,25,2000-12-09
14507,Sunni Black Featuring Mother Superia,No! No! No!,8,2000-12-16
14509,D12,$#!* On You,10,2000-12-16
14512,Memphis Bleek Featuring Jay-Z & Missy Elliott,Is That Your Chick,13,2000-12-16
14521,"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,22,2000-12-16
14526,Mos Def & Pharoahe Monch Featuring Nate Dogg,Oh No,2,2000-12-23
14534,Darkside Ballaz Featuring Twista,Peace Of Mind,10,2000-12-23
14542,De La Soul Featuring Chaka Khan,All Good?,18,2000-12-23
14544,Wu-Tang Clan,Gravel Pit,20,2000-12-23
14552,Mystikal Featuring Nivea,Danger (Been So Long),3,2000-12-30
14564,Ja Rule Featuring Lil' Mo & Vita,Put It On Me,15,2000-12-30
14570,Legend,You Don't Hear Me Though,21,2000-12-30
14599,QB Finest,Da Bridge 2001,25,2001-01-06
14620,Ludacris,Southern Hospitality,21,2001-01-13
14646,4th Avenue Jones',R.E.S.P.E.C.T.,22,2001-01-20
14647,Black Miss,Loud And Clear,23,2001-01-20
14657,OutKast,Ms. Jackson,8,2001-01-27
