,artist,track,position,date
647,Mark Dee,Get A Hold Of Yourself,23,1990-04-28
649,Sir Mix-A-Lot,My Hooptie,25,1990-04-28
670,Queen Latifah,Come Into My House,21,1990-05-05
674,XClan,Raise The Flag,25,1990-05-05
698,Heavy D & The Boyz,Big Tyme,24,1990-05-12
711,Ice Cube,Amerikkka's Most Wanted,12,1990-05-19
720,M.C. Hammer,U Can't Touch This,21,1990-05-19
724,Jungle Brothers,What U Waitin 4?,25,1990-05-19
744,Partners In Kryme,Turtle Power,20,1990-05-26
748,Icey Jaye,It's Just A Girl Thing,24,1990-05-26
749,Audio Two,On The Road Again,25,1990-05-26
772,David Bowie With Queen Latifah,Fame 90,23,1990-06-02
790,Eric B. & Rakim,Let The Rhythm Hit 'Em,16,1990-06-09
793,Mellow Man Ace,Mentirosa,19,1990-06-09
794,Kwame & A New Beginning,Ownlee Eue,20,1990-06-09
797,Silk Tymes Leather,The Woman In Me,23,1990-06-09
798,Compton's Most Wanted,One Time Gaffled Em Up,24,1990-06-09
845,The West Coast Rap All-Stars,We're All In The Same Gang,21,1990-06-23
846,Above The Law,Untouchable,22,1990-06-23
847,Def Dames,Set It Off,23,1990-06-23
848,The UBC,U Treat Me Right,24,1990-06-23
873,Kool Moe Dee,God Made Me Funke,24,1990-06-30
898,Poison Clan,The Girl That I Hate,24,1990-07-07
899,K-Solo,Spellbound,25,1990-07-07
913,D-Nice,Call Me D-Nice,14,1990-07-14
918,Poor Righteous Teachers,Rock Dis Funky Joint,19,1990-07-14
922,M.C. Smooth,Smooth & Legit,23,1990-07-14
948,Kid Frost,La Raza,24,1990-07-21
971,Luke Featuring The 2 Live Crew,Banned In The U.S.A.,22,1990-07-28
973,Public Enemy,Brother's Gonna Work It Out,24,1990-07-28
990,Father M.C.,Treat Them Like They Want To Be. . .,16,1990-08-04
995,M.C. Trouble,(I Wanna) Make You Mine,21,1990-08-04
996,LL Cool J,To Da Break Of Dawn,22,1990-08-04
997,Three Times Dope,Weak At The Knees,23,1990-08-04
998,M.C. Hammer,Have You Seen Her,24,1990-08-04
1020,Boogie Down Productions,Love's Gonna Get'cha (Material Love),21,1990-08-11
1023,Digital Underground,Doowutchyalike,24,1990-08-11
1045,Master Ace,Me And The Biz,21,1990-08-18
1047,Kid 'N Play,Back To Basix,23,1990-08-18
1072,King Tee,Ruff Rhyme (Back Again),23,1990-08-25
1073,Kyper,Tic-Tac-Toe,24,1990-08-25
1088,LL Cool J,The Boomin' System,14,1990-09-01
1095,Oaktown's 3.5.7,We Like It,21,1990-09-01
1096,Doc Box & B. Fresh,Slow Love,22,1990-09-01
1099,A Tribe Called Quest,Bonita Applebum,25,1990-09-01
1124,Kool G Rap & D.J. Polo,Streets Of New York,25,1990-09-08
1141,Vanilla Ice,Ice Ice Baby,17,1990-09-15
1146,Candyman,Knockin' Boots,22,1990-09-15
1149,Snap,Ooops Up,25,1990-09-15
1169,N.W.A.,100 Miles And Runnin',20,1990-09-22
1172,MC Lyte,Cappucino,23,1990-09-22
1218,Professor Griff,The Verdict,19,1990-10-06
1221,The Jaz,The Originators,22,1990-10-06
1223,C.P.O.,Ballad Of A Menace,24,1990-10-06
1224,Red Bandit Feat. Ricky Bell,Please Don't Cry,25,1990-10-06
1240,Special Ed,The Mission,16,1990-10-13
1245,K-Solo,Your Mom's In My Business,21,1990-10-13
1246,Eric B. & Rakim,In The Ghetto,22,1990-10-13
1268,M.C. Hammer,Pray,19,1990-10-20
1272,Kings Of Swing,Nod Your Head To This,23,1990-10-20
1273,Kid Sensation,Seatown Ballers,24,1990-10-20
1293,Monie Love,Monie In The Middle,19,1990-10-27
1294,Sir Mix-A-Lot,I Got Game,20,1990-10-27
1298,Luke Featuring The 2 Live Crew,Mama Juanita,24,1990-10-27
1299,Cool C,Life In The Ghetto,25,1990-10-27
1317,Too $hort,The Ghetto,18,1990-11-03
1322,Father M.C.,I'll Do 4 U,23,1990-11-03
1324,Compton's Most Wanted,I'm Wit Dat,25,1990-11-03
1345,Poor Righteous Teachers,Holy Intellect,21,1990-11-10
1346,Kwame & A New Beginning,Hai Love,22,1990-11-10
1347,Criminal Nation,Insane,23,1990-11-10
1348,Intelligent Hoodlum,Back To Reality,24,1990-11-10
1369,Cheba,The Piper,20,1990-11-17
1371,Big Daddy Kane,Cause I Can Do It Right,22,1990-11-17
1417,Yo-Yo,Stompin' In The 90's,18,1990-12-01
1420,Master Ace,Music Man,21,1990-12-01
1422,LL Cool J,Around The Way Girl,23,1990-12-01
1443,Terminator X,Wanna Be Dancin' (Buck-Whylin'),19,1990-12-08
1469,Run-D.M.C.,What's It All About,20,1990-12-15
1474,Dana Dane,A Little Bit Of Dane Tonight,25,1990-12-15
1494,Public Enemy,Can't Do Nuttin' For Ya Man,20,1990-12-22
1495,BWP,Two Minute Brother,21,1990-12-22
1498,Main Source,Looking At The Front Door,24,1990-12-22
1538,EPMD,Gold Digger,14,1991-01-05
1547,2 Bigg M.C.,He's King Of The Hype,23,1991-01-05
1548,Vanilla Ice,Play That Funky Music,24,1991-01-05
1549,D-Nice,Crumbs On The Table,25,1991-01-05
1569,Paris,The Devil Made Me Do It,20,1991-01-12
1572,Chubb Rock,Treat 'Em Right,23,1991-01-12
1574,Candyman,Melt In Your Mouth,25,1991-01-12
1598,A Tribe Called Quest,Can I Kick It?,24,1991-01-19
1599,Brand Nubian,Wake Up,25,1991-01-19
1624,T.D.C.,Keep Groovin',25,1991-01-26
1645,Grandaddy I.U.,Something New,21,1991-02-02
1669,Gang Starr,Just To Get A Rep,20,1991-02-09
1670,M.C. Hammer,Here Comes The Hammer,21,1991-02-09
1671,Kool G Rap & D.J. Polo,Erase Racism,22,1991-02-09
1674,Poison Clan,Dance All Night,25,1991-02-09
1692,Gerardo,Rico Suave,18,1991-02-16
1698,Special Ed,"Come On, Let's Move It",24,1991-02-16
1722,Salt-N-Pepa,Do You Want Me,23,1991-02-23
1723,Son Of Bazerk/No Self Control,Change The Style,24,1991-02-23
1724,2 Black 2 Strong MMG,Burn Baby Burn,25,1991-02-23
1746,The D.O.C.,Mind Blowin',22,1991-03-02
1748,K.M.D.,Peachfuzz,24,1991-03-02
1749,Monie Love Featuring True Image,It's A Shame (My Sister),25,1991-03-02
1771,ED O.G & DA Bulldogs,I Got To Have It,22,1991-03-09
1772,DJ Quik,Born And Raised In Compton,23,1991-03-09
1796,Kwame & A New Beginning,Oneovdabigboiz,22,1991-03-16
1797,Too $hort,Short But Funky,23,1991-03-16
1799,M.C. Jr. Cas,Wild Side,25,1991-03-16
1817,Nikki D,Daddy's Little Girl,18,1991-03-23
1821,Vicious Base Feat. D.J. Magic Mike,It's Automatic,22,1991-03-23
1845,Redhead Kingpin,All About Red,21,1991-03-30
1847,Ice-T,New Jack Hustler (Nino's Theme),23,1991-03-30
1849,Mario,Whip It Baby,25,1991-03-30
1865,LL Cool J,Mama Said Knock You Out,16,1991-04-06
1867,Gang Starr,Who's Gonna Take The Weight,18,1991-04-06
1898,Luke Featuring The 2 Live Crew,Do The Bart,24,1991-04-13
1899,EPMD Featuring L.L. Cool J,Rampage,25,1991-04-13
1918,Yo-Yo Featuring Ice Cube,You Can't Play With My Yo-Yo,19,1991-04-20
1921,Run-D.M.C.,Faces,22,1991-04-20
1922,ARB,Crank It Up,23,1991-04-20
1924,Leaders Of The New School,Case Of The P.T.A.,25,1991-04-20
1943,The Genius,Come Do Me,19,1991-04-27
1970,Terminator X,Homey Don't Play Dat,21,1991-05-04
1972,Hansoul,Imagination,23,1991-05-04
1973,K-Solo,Fugitive,24,1991-05-04
1974,K-9 Posse,Get Wild Go Crazy,25,1991-05-04
1992,Kool Moe Dee Feat. KRS-One & Chuck D,Rise 'N' Shine,18,1991-05-11
1996,De La Soul,Ring Ring Ring (Ha Ha Hey),22,1991-05-11
1998,Craig-G,U-R-Not The 1,24,1991-05-11
2023,L.A. Posse,Countdown,24,1991-05-18
2044,MC Sway & DJ King Tech,Follow 4 Now,20,1991-05-25
2049,Fonke Socialistiks,You Are My Heaven,25,1991-05-25
2066,Larry Larr,"Larry, That's What They Call Me",17,1991-06-01
2068,Brand Nubian,Slow Down,19,1991-06-01
2070,AMG,Bitch Betta Have My Money,21,1991-06-01
2072,3rd Bass,Pop Goes The Weasel,23,1991-06-01
2074,Definition Of Sound,Now Is Tomorrow,25,1991-06-01
2092,Gang Starr,Lovesick,18,1991-06-08
2096,Ice-T,O.G. Original Gangster,22,1991-06-08
2098,Gerardo,We Want The Funk,24,1991-06-08
2124,Buffalo Soldiers,Playing Your Game,25,1991-06-15
2145,Chubb Rock,The Chubbster,21,1991-06-22
2146,D.J. Jazzy Jeff & The Fresh Prince,Summertime,22,1991-06-22
2147,The Dogs Feat. Disco Rick,Do The Nasty Dance,23,1991-06-22
2148,K.M.D.,Who Me?,24,1991-06-22
2168,M.C. Breed & D.F.C.,Ain't No Future In Yo' Fronting,19,1991-06-29
2172,Grandaddy I.U.,Sugar Free,23,1991-06-29
2187,Slick Rick,I Shouldn't Have Done It,13,1991-07-06
2190,Main Source,Just Hangin' Out,16,1991-07-06
2191,Heavy D & The Boyz,Now That We Found Love,17,1991-07-06
2196,Rodney O & Joe Cooley,Get Ready To Roll,22,1991-07-06
2197,Son Of Bazerk,"Bang (Get Down, Get Down)",23,1991-07-06
2217,DJ Quik,Tonite,18,1991-07-13
2222,LL Cool J,6 Minutes Of Pleasure,23,1991-07-13
2223,Kool Moe Dee,How Kool Can One Black Man Be,24,1991-07-13
2224,Jibri Wise One,The House The Dog Built,25,1991-07-13
2267,Compton's Most Wanted,Growin' Up In The Hood,18,1991-07-27
2269,Big Daddy Kane,It's Hard Being The Kane,20,1991-07-27
2272,Redhead Kingpin,It's A Love Thang,23,1991-07-27
2273,Fifth Platoon,Party Line,24,1991-07-27
2298,Greyson & Jason,Get Bizzy,24,1991-08-03
2299,"Sam ""The Beast""",Knock Some Boots,25,1991-08-03
2316,T.C.F.,If You Wanna Sex Me Up,17,1991-08-10
2323,Naughty By Nature,O.P.P.,24,1991-08-10
2324,Young Black Teenagers,Loud And Hard To Hit,25,1991-08-10
2343,Biz Markie,What Comes Around Goes Around,19,1991-08-17
2344,Tim Dog,F-ck Compton,20,1991-08-17
2345,Leaders Of The New School,Sobb Story,21,1991-08-17
2347,Justin Warfield,Season Of The Vic,23,1991-08-17
2349,Geto Boys,Mind Playing Tricks On Me,25,1991-08-17
2367,Yo-Yo,Ain't Nobody Better,18,1991-08-24
2372,Larry Larr,Confused,23,1991-08-24
2399,Oaktown's 3.5.7,Turn It Up,25,1991-08-31
2422,Nice & Smooth,Hip Hop Junkies,23,1991-09-07
2424,ED O.G & DA Bulldogs,Bug-A-Boo,25,1991-09-07
2444,Hi-C,I'm Not Your Puppet,20,1991-09-14
2446,Latin Alliance,Low Rider (On The Boulevard),22,1991-09-14
2449,2 Kings In A Cipher,Definition Of A King,25,1991-09-14
2464,Black Sheep,Flavor Of The Month,15,1991-09-21
2471,Salt-N-Pepa,Let's Talk About Sex,22,1991-09-21
2473,Def Jef,Here We Go Again,24,1991-09-21
2492,H.E.A.L.,Heal Yourself,18,1991-09-28
2494,UMC's,Blue Cheese,20,1991-09-28
2495,The Jaz,A Groove (This Is What U Rap 2),21,1991-09-28
2514,MC Lyte,When In Love,15,1991-10-05
2519,Kid 'N Play,Ain't Gonna Hurt Nobody,20,1991-10-05
2520,Yomo & Maulkie,Glory,21,1991-10-05
2523,Above The Law,4 The Funk of It,24,1991-10-05
2524,The 2 Live Crew,Pop That Coochie,25,1991-10-05
2535,A Tribe Called Quest,Check The Rhime,11,1991-10-12
2546,Public Enemy,Can't Truss It,22,1991-10-12
2549,Queen Latifah,Fly Girl,25,1991-10-12
2574,F.S. Effect,I Wanna B Ure Lover,25,1991-10-19
2590,Gang Starr,Step In The Arena,16,1991-10-26
2594,D.J. Magic Mike & Madness,You Want Bass,20,1991-10-26
2596,Cypress Hill,The Phuncky Feel One/How I Could. . .,22,1991-10-26
2598,Marley Marl,The Symphony Pt. II,24,1991-10-26
2623,Heavy D & The Boyz,Is It Good To You,24,1991-11-02
2624,Compton's Most Wanted,Straight Checkn' Em,25,1991-11-02
2645,Digital Underground,Kiss You Back,21,1991-11-09
2649,D-Nice,25 Ta Life,25,1991-11-09
2667,Chubb Rock,Just The Two Of Us,18,1991-11-16
2671,Hen-Gee & Evil-E,Lil Trig,22,1991-11-16
2696,Candyman,1-800-Sky-Talk PIN #110279,22,1991-11-23
2698,Poor Righteous Teachers,Shakiyla (JRH),24,1991-11-23
2718,Jibri Wise One,I'll Be There For You,19,1991-11-30
2722,M.C. Hammer,2 Legit 2 Quit,23,1991-11-30
2724,3rd Bass,Portrait Of The Artist As A Hood,25,1991-11-30
2743,ED O.G & DA Bulldogs,Be A Father To Your Child,19,1991-12-07
2744,Big Daddy Kane,Groove With It,20,1991-12-07
2746,Marky Mark & The Funky Bunch,Wildside,22,1991-12-07
2773,2nd II None,Be True To Yourself,24,1991-12-14
2796,Scarface,Mr. Scarface,22,1991-12-21
2799,Black Sheep,The Choice Is Yours,25,1991-12-21
2845,Ice Cube,Steady Mobbin',21,1992-01-04
2849,M.C. Breed & D.F.C.,Just Kickin' It,25,1992-01-04
2872,Nice & Smooth,How To Flow,23,1992-01-11
2873,Redhead Kingpin & The F.B.I.,Nice & Slow,24,1992-01-11
2874,D.J. Magic Mike & M.C. Madness,Dynamic Duo,25,1992-01-11
2893,MC Lyte,Poor Georgie,19,1992-01-18
2894,Queen Latifah,Latifah's Had It Up 2 Here,20,1992-01-18
2896,Del The Funky Homosapien,Mistadobalina,22,1992-01-18
2916,Naughty By Nature,Everything's Gonna Be Alright,17,1992-01-25
2920,Eric B. & Rakim,What's On Your Mind,21,1992-01-25
2921,M.C. Brains,Oochie Coochie,22,1992-01-25
2923,D-Nice,Time To Flow,24,1992-01-25
2924,A Tribe Called Quest,Jazz (We've Got),25,1992-01-25
2945,Brand Nubian,All For One,21,1992-02-01
2948,XClan,Fire & Earth,24,1992-02-01
2968,Public Enemy,Shut 'Em Down,19,1992-02-08
2994,Sir Mix-A-Lot,One Time's Got No Case,20,1992-02-15
2995,Fu-Schnickens,Ring The Alarm,21,1992-02-15
2997,Leaders Of The New School,The Int'l Zone Coaster,23,1992-02-15
2998,Lord Finesse,Return Of The Funky Man,24,1992-02-15
3015,Shabba Ranks Featuring KRS-1,The Jam,16,1992-02-22
3021,Tim Dog,Step To Me,22,1992-02-22
3046,Boogie Down Productions,Duck Down,22,1992-02-29
3048,AMG,Jiggable Pie,24,1992-02-29
3049,Eric B. & Rakim,Juice (Know The Ledge),25,1992-02-29
3070,Luke,I Wanna Rock,21,1992-03-07
3071,True Culture,"It's So Good, It's Bad",22,1992-03-07
3096,UMC's,One To Grow On,22,1992-03-14
3099,Brotherhood Creed,Helluva,25,1992-03-14
3121,Cypress Hill,Hand On The Pump,22,1992-03-21
3144,Kris Kross,Jump,20,1992-03-28
3145,2Pac,Brenda's Got A Baby/If My Homie Calls,21,1992-03-28
3146,Chi-Ali,Age Ain't Nothin' But A #,22,1992-03-28
3171,Arrested Development,Tennessee,22,1992-04-04
3172,Hen G & Evil E,If You Were Mine,23,1992-04-04
3173,Das EFX,They Want EFX,24,1992-04-04
3195,The College Boyz,Victim Of The Ghetto,21,1992-04-11
3197,Sir Mix-A-Lot,Baby Got Back,23,1992-04-11
3198,Lil' Shawn,Hickeys On Your Chest,24,1992-04-11
3219,2nd II None,If You Want It,20,1992-04-18
3221,Nice & Smooth,Sometimes I Rhyme Slow,22,1992-04-18
3223,Scarface,A Minute To Pray And A Second To Die,24,1992-04-18
3224,Ghetto Girlz,My Man's Playing Tricks On Me,25,1992-04-18
3245,A Tribe Called Quest,Scenario,21,1992-04-25
3248,Public Enemy,Nighttrain,24,1992-04-25
3249,Sister Souljah,The Hate That Hate Produced,25,1992-04-25
3269,Positive K,Night Shift,20,1992-05-02
3274,Pete Rock & C.L. Smooth,They Reminisce Over You (T.R.O.Y.),25,1992-05-02
3296,BDP,13 And Good,22,1992-05-09
3320,Gang Starr,Take It Personal,21,1992-05-16
3321,Dr. Dre Introducing Snoop Doggy Dogg,Deep Cover,22,1992-05-16
3322,Doug E. Fresh,Bustin' Out (On Funk),23,1992-05-16
3323,Hi-C Featuring Tony A,Sitting In The Park,24,1992-05-16
3344,Fu-Schnickens,La Schmoove,20,1992-05-23
3348,Sylk Smoov,Trick Wit A Good Rap,24,1992-05-23
3349,The Future Sound,Lady/What's A Bro To Do?,25,1992-05-23
3374,Keith Sweat Feat. L.L. Cool J,Why Me Baby? (Pt. 2),25,1992-05-30
3393,Heavy D & The Boyz,Don't Curse/You Can't See What I See,19,1992-06-06
3397,Penthouse Players Clique,Explanation Of A Playa,23,1992-06-06
3398,M.C. Brains,Everybody's Talking About M.C. Brains,24,1992-06-06
3423,Black Sheep,Strobelite Honey,24,1992-06-13
3424,Kid Frost,No Sunshine,25,1992-06-13
3445,Organized Konfusion,Walk Into The Sun,21,1992-06-20
3449,Tim Dog,Bronx Nigga,25,1992-06-20
3465,Kris Kross,Warm It Up,16,1992-06-27
3472,Kwame,Nastee,23,1992-06-27
3474,M.C. Breed,Ain't To Be F...ed With,25,1992-06-27
3495,Yo-Yo,Home Girl Don't Play Dat,21,1992-07-04
3498,Ultramagnetic MC's,Poppa Large,24,1992-07-04
3511,Eric B. & Rakim,Don't Sweat The Technique,12,1992-07-11
3521,Main Source,Fakin' The Funk,22,1992-07-11
3522,House Of Pain,Jump Around,23,1992-07-11
3524,Too $hort,I Want To Be Free,25,1992-07-11
3548,N2Deep,Back To The Hotel,24,1992-07-18
3568,Kid Frost,Thin Line,19,1992-07-25
3573,Spice 1,Welcome To The Ghetto,24,1992-07-25
3574,Chi-Ali,Roadrunner,25,1992-07-25
3593,EPMD,Crossover,19,1992-08-01
3594,Monie Love,"Full Term Love (From ""Class Act"")",20,1992-08-01
3596,DJ Quik,Jus Lyke Compton,22,1992-08-01
3598,K-Solo,I Can't Hold Back,24,1992-08-01
3599,Beastie Boys,So What'cha Want,25,1992-08-01
3620,Super Cat,Ghetto Red Hot,21,1992-08-08
3622,A.D.O.R.,Let It All Hang Out,23,1992-08-08
3643,Das EFX,Mic Checka,19,1992-08-15
3644,Miles Davis,The Doo-Bop Song,20,1992-08-15
3646,XClan,Xodus,22,1992-08-15
3647,Raheem,5th Ward,23,1992-08-15
3668,Grand Puba,360 Degrees (What Goes Around),19,1992-08-22
3669,Da Youngsta's,Pass Da Mic,20,1992-08-22
3672,The College Boyz,Hollywood Paradox,23,1992-08-22
3674,Ho Frat Ho!,Ho Frat Swing,25,1992-08-22
3686,Arrested Development,People Everyday,12,1992-08-29
3698,M.C. Brains,Brainstorming/G-String,24,1992-08-29
3720,MC Serch,Here It Comes/Back To The Grill,21,1992-09-05
3723,Luke,Breakdown,24,1992-09-05
3744,Bushwick Bill,Ever So Clear,20,1992-09-12
3748,Double XX,Head Cracker,24,1992-09-12
3749,Highland Place Mobsters,Let's Get Naked,25,1992-09-12
3767,Gang Starr,Ex Girl To The Next Girl,18,1992-09-19
3772,Zhigge,Toss It Up,23,1992-09-19
3773,Brothers Uv Da Blakmarket,Livin' In Da Bottle,24,1992-09-19
3774,M.C. Breed,Ain't Too Much Worried,25,1992-09-19
3795,Redman,Blow Your Mind,21,1992-09-26
3798,Nice & Smooth,Cake & Eat It Too,24,1992-09-26
3816,Chubb Rock,Lost In The Storm,17,1992-10-03
3822,Willie D,Clean Up Man,23,1992-10-03
3823,MC Ren,The Final Frontier,24,1992-10-03
3838,Wreckx-N-Effect,Rump Shaker,14,1992-10-10
3845,Diamond & Psychotic Neurotics,Best Kept Secret,21,1992-10-10
3847,Cypress Hill,Latin Lingo,23,1992-10-10
3848,Prince Markie Dee & Soul Convention,Trippin' Out,24,1992-10-10
3868,Snow,Lonely Monday Morning,19,1992-10-17
3871,Public Enemy,Hazy Shade Of Criminal,22,1992-10-17
3872,Lords Of The Underground,Psycho/Check It,23,1992-10-17
3873,Kris Kross,I Missed The Bus,24,1992-10-17
3895,Pete Rock & C.L. Smooth,Straighten It Out,21,1992-10-24
3896,Compton's Most Wanted,Hood Took Me Under,22,1992-10-24
3897,Yo-Yo,Black Pearl,23,1992-10-24
3899,Double XX,Not Gonna Be Able To Do It,25,1992-10-24
3924,Fu-Schnickens,True Fuschnick,25,1992-10-31
3946,Common Sense,Take It Ez,22,1992-11-07
3948,Mad Cobra,Flex,24,1992-11-07
3949,Home Team,Pick It Up,25,1992-11-07
3973,BDP,We In There,24,1992-11-14
3974,The College Boyz,Humpin',25,1992-11-14
3996,Ice Cube,Wicked,22,1992-11-21
3997,Brand Nubian,Punks Jump Up To Get Beat Down,23,1992-11-21
4018,Positive K,I Got A Man,19,1992-11-28
4023,Eric B. & Rakim,Casualties Of War,24,1992-11-28
4047,Too $hort,In The Trunk,23,1992-12-05
4049,K-Solo,Letterman,25,1992-12-05
4067,Das EFX,Straight Out The Sewer,18,1992-12-12
4068,EPMD,Head Banger,19,1992-12-12
4071,Showbiz & A.G.,Fat Pockets,22,1992-12-12
4072,Miles Davis,Fantasy,23,1992-12-12
4073,South Central Cartel,Papa Was A Rolling Stone,24,1992-12-12
4092,MC Lyte,Ice Cream Dream,18,1992-12-19
4093,Digable Planets,Rebirth Of Slick (Cool Like Dat),19,1992-12-19
4097,Super Cat,Dem No Worry We,23,1992-12-19
4120,Snow,Informer,21,1992-12-26
4123,Arrested Development,Revolution,24,1992-12-26
4124,Success-N-Effect,Ultimate Drive-By,25,1992-12-26
4167,Lighter Shade Of Brown,Homies,18,1993-01-09
4192,Young Black Teenagers,Tap The Bottle,18,1993-01-16
4193,Apache,Gangsta Bitch,19,1993-01-16
4199,Heavy D & The Boyz,Who's The Man?,25,1993-01-16
4212,Arrested Development,Mr. Wendal,13,1993-01-23
4221,Nasty Nas,Half Time,22,1993-01-23
4223,Rough House Survivers,Check Da Backpack,24,1993-01-23
4224,Shabba Ranks,Ting-A-Ling,25,1993-01-23
4249,Da Lench Mob,Freedom Got An A.K.,25,1993-01-30
4271,XClan,A.D.A.M.,22,1993-02-06
4272,Y'all So Stupid,85 South,23,1993-02-06
4273,Onyx,Throw Your Gunz,24,1993-02-06
4274,Paperboy,Ditty,25,1993-02-06
4288,Dr. Dre,"Nuthin' But A ""G"" Thang",14,1993-02-13
4290,Naughty By Nature,Hip Hop Hooray,16,1993-02-13
4295,Chubb Rock,Yabadabadoo,21,1993-02-13
4296,Grand Puba,Check It Out,22,1993-02-13
4299,Heather B.,I Get Wreck,25,1993-02-13
4317,Chaka Demus & Pliers,Murder She Wrote,18,1993-02-20
4322,C.E.B.,Get The Point,23,1993-02-20
4323,Kris Kross,It's A Shame,24,1993-02-20
4324,Redman,Time 4 Sum Aksion,25,1993-02-20
4348,Zhigge,Rakin' In The Dough,24,1993-02-27
4349,Above The Law,V.S.O.P,25,1993-02-27
4373,Da King & I,Flip Da Script,24,1993-03-06
4374,Louie Rankin,Typewriter,25,1993-03-06
4393,Chi-Ali,Funky Lemonade,19,1993-03-13
4394,Lords Of The Underground,Funky Child,20,1993-03-13
4395,Geto Boys,Crooked Officer,21,1993-03-13
4397,Common Sense,Breaker 1/9,23,1993-03-13
4398,Shawnie Ranks,Gettin It On,24,1993-03-13
4416,Diamond & Psychotic Neurotics,Sally Got A One Track Mind,17,1993-03-20
4420,Monie Love,Born 2 B.R.E.E.D.,21,1993-03-20
4439,Ice Cube,It Was A Good Day,15,1993-03-27
4445,Run-D.M.C.,Down With The King,21,1993-03-27
4447,Tim Dog,I Get Wrecked,23,1993-03-27
4448,Kam,Peace Treaty,24,1993-03-27
4449,Prince Markie Dee & Soul Convention,Typical Reasons,25,1993-03-27
4473,Brand Nubian,Love Me Or Leave Me Alone,24,1993-04-03
4492,LL Cool J,How I'm Comin',18,1993-04-10
4494,Funkdoobiest,Bow Wow Wow,20,1993-04-10
4495,Runaway Slaves,Booty Mission,21,1993-04-10
4497,Kilo,Tick Tock,23,1993-04-10
4499,The Flavor Unit MC's,Roll Wit Tha Flavor,25,1993-04-10
4522,Wreckx-N-Effect,Wreckx Shop,23,1993-04-17
4524,Trends Of Culture,Off & On,25,1993-04-17
4549,Boss,Deeper,25,1993-04-24
4570,Da Youngsta's,Crewz Pop,21,1993-05-01
4571,Pete Rock & C.L. Smooth,Lots Of Lovin,22,1993-05-01
4593,The Pharcyde,Passin' Me By,19,1993-05-08
4595,Heavy D & The Boyz,Truthful,21,1993-05-08
4596,Kenny Dope,Gunshot,22,1993-05-08
4619,Illegal,We Getz Buzy,20,1993-05-15
4621,Showbiz & A.G.,Bounce Ta This,22,1993-05-15
4622,Geto Boys,Six Feet Deep,23,1993-05-15
4623,Super Cat,Dolly My Baby,24,1993-05-15
4624,Digable Planets,Where I'm From,25,1993-05-15
4643,Big Daddy Kane,How U Get A Record Deal,19,1993-05-22
4646,95 South,"Whoot, There It Is",22,1993-05-22
4649,Intelligent Hoodlum,The Posse (Shoot'Em Up),25,1993-05-22
4673,Mobb Deep,Hit It From The Back,24,1993-05-29
4674,Spice 1,Trigga Gots No Heart,25,1993-05-29
4696,Onyx,Slam,22,1993-06-05
4699,Shabba Ranks/Queen Latifah,What'Cha Gonna Do?,25,1993-06-05
4723,Positive K,Ain't No Crime,24,1993-06-12
4724,Yo-Yo,Bonnie & Clyde/IBWin' Wit My Crewin',25,1993-06-12
4741,Dr. Dre,Dre Day,17,1993-06-19
4744,The Beatnuts,Reign Of The Tec,20,1993-06-19
4748,Erick Sermon,Hittin' Switches,24,1993-06-19
4770,Rodney O & Joe Cooley,Humps For The Blvd.,21,1993-06-26
4772,Jungle Brothers,40 Below Trooper/All I Think...,23,1993-06-26
4773,Tag Team,Whoomp! (There It Is),24,1993-06-26
4774,Lin Que,This Is It/Rip It Up,25,1993-06-26
4798,LL Cool J,Back Seat (Of My Jeep)/Pink Cookies...,24,1993-07-03
4799,Redman,Tonights Da Night,25,1993-07-03
4815,MC Lyte,Ruffneck,16,1993-07-10
4820,Cypress Hill,Insane In The Brain,21,1993-07-10
4822,Lords Of The Underground,Chief Rocka,23,1993-07-10
4823,General Grant,D-Shot Call,24,1993-07-10
4844,Biz Markie,Let Me Turn You On,20,1993-07-17
4848,2Pac,I Get Around,24,1993-07-17
4849,Kool G Rap & D.J. Polo,On The Run,25,1993-07-17
4870,Trique-Dik-Slik,Euphoria,21,1993-07-24
4873,Luke,Work It Out,24,1993-07-24
4874,Knucklehedz,All She Wanted/Hed Rush,25,1993-07-24
4897,M.C. Breed,Gotta Get Mine,23,1993-07-31
4898,Souls Of Mischief,That's When Ya Lost,24,1993-07-31
4899,Intelligent Hoodlum,Grand Groove/At Large,25,1993-07-31
4917,Kris Kross Featuring Supercat,Alright,18,1993-08-07
4920,Ice Cube Featuring Das EFX,Check Yo Self,21,1993-08-07
4922,Scarface,Let Me Roll,23,1993-08-07
4944,Mista Grimm,Indo Smoke,20,1993-08-14
4948,Boss,Recipe Of A Hoe,24,1993-08-14
4949,Fat Joe,Flow Joe,25,1993-08-14
4970,Wu-Tang Clan,Method Man,21,1993-08-21
4971,Fu-Schnickens W/ Shaquille O'Neal,What's Up Doc?,22,1993-08-21
4972,Poizon Posse,This Is It Y'All,23,1993-08-21
4973,Rumpletilskinz,Attitudes,24,1993-08-21
4991,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",Very Special/Stop Shammin',17,1993-08-28
4997,RBL Posse,Don't Give Me No Bammer,23,1993-08-28
4998,Young Black Teenagers,Roll W/ The Flavor,24,1993-08-28
5015,Funkdoobiest,The Funkiest/Freak Mode,16,1993-09-04
5019,The Almighty RSO,Badd Boyz,20,1993-09-04
5023,Trends Of Culture,Valley Of The Skinz,24,1993-09-04
