artist,track,position,date
Tracey Lee,The Theme (It's Party Time),7,1997-03-08
Camp Lo,Luchini aka (This Is It),8,1997-03-08
E-40 Featuring Bo-Rock,Things'll Never Change/Rapper's Ball,9,1997-03-08
Lil' Kim Featuring Puff Daddy,No Time,10,1997-03-08
Richie Rich,Do G's Get To Go To Heaven?,11,1997-03-08
The Roots,What They Do,12,1997-03-08
Lost Boyz,Get Up,13,1997-03-08
Tru Featuring Ice Cream Man (Master P),I Always Feel Like (Somebody's Watching Me),14,1997-03-08
Bounty Killa featuring the Fugees,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",15,1997-03-08
Capone -N- Noreaga,Hip-Hopera,16,1997-03-08
"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",T.O.N.Y. (Top Of New York),17,1997-03-08
Westside Connection,Runnin',18,1997-03-08
DJ Taz Featuring Raheem The Dream,Gangstas Make The World Go Round,19,1997-03-08
Westside Connection,That's Right,20,1997-03-08
2Pac Featuring K-Ci And JoJo,Bow Down,21,1997-03-08
Nas,How Do U Want It/California Love,22,1997-03-08
LL Cool J,Street Dreams,23,1997-03-08
OutKast,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",24,1997-03-08
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,1,1997-03-15
Hev-D,Big Daddy,2,1997-03-15
MC Lyte,Cold Rock A Party,3,1997-03-15
DJ Kool,Let Me Clear My Throat,4,1997-03-15
Freak Nasty,Da' Dip,5,1997-03-15
Tracey Lee,The Theme (It's Party Time),6,1997-03-15
Redman,Whateva Man,7,1997-03-15
Camp Lo,Luchini aka (This Is It),8,1997-03-15
E-40 Featuring Bo-Rock,Things'll Never Change/Rapper's Ball,9,1997-03-15
Richie Rich,Do G's Get To Go To Heaven?,10,1997-03-15
Lil' Kim Featuring Puff Daddy,No Time,11,1997-03-15
Tru Featuring Ice Cream Man (Master P),I Always Feel Like (Somebody's Watching Me),12,1997-03-15
The Roots,What They Do,13,1997-03-15
Bounty Killa featuring the Fugees,Hip-Hopera,14,1997-03-15
Lost Boyz,Get Up,15,1997-03-15
Foxy Brown Featuring Jay-Z,I'll Be,16,1997-03-15
Capone -N- Noreaga,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",17,1997-03-15
"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",T.O.N.Y. (Top Of New York),18,1997-03-15
Westside Connection,Runnin',19,1997-03-15
Da Brat Featuring T-Boz,Gangstas Make The World Go Round,20,1997-03-15
Westside Connection,Ghetto Love,21,1997-03-15
Warren G,Bow Down,22,1997-03-15
Nas,I Shot The Sheriff,23,1997-03-15
The 2 Live Crew,Street Dreams,24,1997-03-15
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,1,1997-03-22
Foxy Brown Featuring Jay-Z,I'll Be,2,1997-03-22
Hev-D,Big Daddy,3,1997-03-22
Da Brat Featuring T-Boz,Ghetto Love,4,1997-03-22
Warren G,I Shot The Sheriff,5,1997-03-22
Tracey Lee,The Theme (It's Party Time),6,1997-03-22
Freak Nasty,Da' Dip,7,1997-03-22
DJ Kool,Let Me Clear My Throat,8,1997-03-22
MC Lyte,Cold Rock A Party,9,1997-03-22
Camp Lo,Luchini aka (This Is It),10,1997-03-22
Redman,Whateva Man,11,1997-03-22
Richie Rich,Do G's Get To Go To Heaven?,12,1997-03-22
E-40 Featuring Bo-Rock,Things'll Never Change/Rapper's Ball,13,1997-03-22
Lil' Kim Featuring Puff Daddy,No Time,14,1997-03-22
Tru Featuring Ice Cream Man (Master P),I Always Feel Like (Somebody's Watching Me),15,1997-03-22
The Roots,What They Do,16,1997-03-22
Capone -N- Noreaga,T.O.N.Y. (Top Of New York),17,1997-03-22
Bounty Killa featuring the Fugees,Hip-Hopera,18,1997-03-22
Lost Boyz,Get Up,19,1997-03-22
KRS-One,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",20,1997-03-22
Westside Connection,Step Into A World (Rapture's Delight),21,1997-03-22
"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",Gangstas Make The World Go Round,22,1997-03-22
Artifacts,Runnin',23,1997-03-22
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,1,1997-03-29
Foxy Brown Featuring Jay-Z,I'll Be,2,1997-03-29
Hev-D,Big Daddy,3,1997-03-29
Da Brat Featuring T-Boz,Ghetto Love,4,1997-03-29
Warren G,I Shot The Sheriff,5,1997-03-29
DJ Kool,Let Me Clear My Throat,6,1997-03-29
Tracey Lee,The Theme (It's Party Time),7,1997-03-29
Freak Nasty,Da' Dip,8,1997-03-29
MC Lyte,Cold Rock A Party,9,1997-03-29
Tela Featuring Eightball & MJG,Sho Nuff,10,1997-03-29
Camp Lo,Luchini aka (This Is It),11,1997-03-29
Redman,Whateva Man,12,1997-03-29
Richie Rich,Do G's Get To Go To Heaven?,13,1997-03-29
Tru Featuring Ice Cream Man (Master P),I Always Feel Like (Somebody's Watching Me),14,1997-03-29
E-40 Featuring Bo-Rock,Things'll Never Change/Rapper's Ball,15,1997-03-29
Lil' Kim Featuring Puff Daddy,No Time,16,1997-03-29
KRS-One,Step Into A World (Rapture's Delight),17,1997-03-29
Lost Boyz,Get Up,18,1997-03-29
Bounty Killa featuring the Fugees,Hip-Hopera,19,1997-03-29
"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",Runnin',20,1997-03-29
Capone -N- Noreaga,T.O.N.Y. (Top Of New York),21,1997-03-29
The Roots,What They Do,22,1997-03-29
Westside Connection,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",23,1997-03-29
DJ Taz Featuring Raheem The Dream,Gangstas Make The World Go Round,24,1997-03-29
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,1,1997-04-05
Foxy Brown Featuring Jay-Z,I'll Be,2,1997-04-05
Hev-D,Big Daddy,3,1997-04-05
Da Brat Featuring T-Boz,Ghetto Love,4,1997-04-05
Warren G,I Shot The Sheriff,5,1997-04-05
DJ Kool,Let Me Clear My Throat,6,1997-04-05
Tracey Lee,The Theme (It's Party Time),7,1997-04-05
Freak Nasty,Da' Dip,8,1997-04-05
MC Lyte,Cold Rock A Party,9,1997-04-05
Tela Featuring Eightball & MJG,Sho Nuff,10,1997-04-05
Westside Connection,Gangstas Make The World Go Round,11,1997-04-05
Camp Lo,Luchini aka (This Is It),12,1997-04-05
Redman,Whateva Man,13,1997-04-05
Tru Featuring Ice Cream Man (Master P),I Always Feel Like (Somebody's Watching Me),14,1997-04-05
Richie Rich,Do G's Get To Go To Heaven?,15,1997-04-05
Lil' Kim Featuring Puff Daddy,No Time,16,1997-04-05
Capone -N- Noreaga,T.O.N.Y. (Top Of New York),17,1997-04-05
E-40 Featuring Bo-Rock,Things'll Never Change/Rapper's Ball,18,1997-04-05
Bounty Killa featuring the Fugees,Hip-Hopera,19,1997-04-05
"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",Runnin',20,1997-04-05
Lost Boyz,Get Up,21,1997-04-05
KRS-One,Step Into A World (Rapture's Delight),22,1997-04-05
Killarmy,Wu-Renegades,23,1997-04-05
The Roots,What They Do,24,1997-04-05
DJ Taz Featuring Raheem The Dream,That's Right,25,1997-04-05
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,1,1997-04-12
Foxy Brown Featuring Jay-Z,I'll Be,2,1997-04-12
Hev-D,Big Daddy,3,1997-04-12
Da Brat Featuring T-Boz,Ghetto Love,4,1997-04-12
Warren G,I Shot The Sheriff,5,1997-04-12
DJ Kool,Let Me Clear My Throat,6,1997-04-12
OutKast,Jazzy Belle,7,1997-04-12
Tracey Lee,The Theme (It's Party Time),8,1997-04-12
Freak Nasty,Da' Dip,9,1997-04-12
Tela Featuring Eightball & MJG,Sho Nuff,10,1997-04-12
Westside Connection,Gangstas Make The World Go Round,11,1997-04-12
MC Lyte,Cold Rock A Party,12,1997-04-12
Lil' Kim Featuring Puff Daddy,No Time,13,1997-04-12
Richie Rich,Do G's Get To Go To Heaven?,14,1997-04-12
Tru Featuring Ice Cream Man (Master P),I Always Feel Like (Somebody's Watching Me),15,1997-04-12
Camp Lo,Luchini aka (This Is It),16,1997-04-12
Redman,Whateva Man,17,1997-04-12
Bounty Killa featuring the Fugees,Hip-Hopera,18,1997-04-12
KRS-One,Step Into A World (Rapture's Delight),19,1997-04-12
"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",Runnin',20,1997-04-12
E-40 Featuring Bo-Rock,Things'll Never Change/Rapper's Ball,21,1997-04-12
Lost Boyz,Get Up,22,1997-04-12
Capone -N- Noreaga,T.O.N.Y. (Top Of New York),23,1997-04-12
The Roots,What They Do,24,1997-04-12
Killarmy,Wu-Renegades,25,1997-04-12
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,1,1997-04-19
Foxy Brown Featuring Jay-Z,I'll Be,2,1997-04-19
Hev-D,Big Daddy,3,1997-04-19
B-Rock & The Bizz,My Baby Daddy,4,1997-04-19
Warren G,I Shot The Sheriff,5,1997-04-19
Da Brat Featuring T-Boz,Ghetto Love,6,1997-04-19
DJ Kool,Let Me Clear My Throat,7,1997-04-19
OutKast,Jazzy Belle,8,1997-04-19
Tracey Lee,The Theme (It's Party Time),9,1997-04-19
Westside Connection,Gangstas Make The World Go Round,10,1997-04-19
Tela Featuring Eightball & MJG,Sho Nuff,11,1997-04-19
Freak Nasty,Da' Dip,12,1997-04-19
MC Lyte,Cold Rock A Party,13,1997-04-19
Lil' Kim Featuring Puff Daddy,No Time,14,1997-04-19
Richie Rich,Do G's Get To Go To Heaven?,15,1997-04-19
Tru Featuring Ice Cream Man (Master P),I Always Feel Like (Somebody's Watching Me),16,1997-04-19
Redman,Whateva Man,17,1997-04-19
Capone -N- Noreaga,T.O.N.Y. (Top Of New York),18,1997-04-19
KRS-One,Gonna Let U Know,19,1997-04-19
"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",Step Into A World (Rapture's Delight),20,1997-04-19
Bounty Killa featuring the Fugees,Runnin',21,1997-04-19
Camp Lo,Hip-Hopera,22,1997-04-19
E-40 Featuring Bo-Rock,Luchini aka (This Is It),23,1997-04-19
Killarmy,Things'll Never Change/Rapper's Ball,24,1997-04-19
The Notorious B.I.G.,Hypnotize,1,1997-04-26
B-Rock & The Bizz,My Baby Daddy,2,1997-04-26
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,3,1997-04-26
Foxy Brown Featuring Jay-Z,I'll Be,4,1997-04-26
Hev-D,Big Daddy,5,1997-04-26
Warren G,I Shot The Sheriff,6,1997-04-26
OutKast,Jazzy Belle,7,1997-04-26
DJ Kool,Let Me Clear My Throat,8,1997-04-26
Da Brat Featuring T-Boz,Ghetto Love,9,1997-04-26
Tracey Lee,The Theme (It's Party Time),10,1997-04-26
Westside Connection,Gangstas Make The World Go Round,11,1997-04-26
Tela Featuring Eightball & MJG,Sho Nuff,12,1997-04-26
Freak Nasty,Da' Dip,13,1997-04-26
"Trapp Featuring 2pac, Notorious B.I.G.",Stop The Gunfight,14,1997-04-26
"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",Runnin',15,1997-04-26
MC Lyte,Cold Rock A Party,16,1997-04-26
Lil' Kim Featuring Puff Daddy,No Time,17,1997-04-26
Capone -N- Noreaga,T.O.N.Y. (Top Of New York),18,1997-04-26
Tru Featuring Ice Cream Man (Master P),I Always Feel Like (Somebody's Watching Me),19,1997-04-26
KRS-One,Step Into A World (Rapture's Delight),20,1997-04-26
Richie Rich,Do G's Get To Go To Heaven?,21,1997-04-26
Killarmy,Gonna Let U Know,22,1997-04-26
Redman,Wu-Renegades,23,1997-04-26
Camp Lo,Whateva Man,24,1997-04-26
The Notorious B.I.G.,Hypnotize,1,1997-05-03
B-Rock & The Bizz,My Baby Daddy,2,1997-05-03
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,3,1997-05-03
Foxy Brown Featuring Jay-Z,I'll Be,4,1997-05-03
Hev-D,Big Daddy,5,1997-05-03
Warren G,I Shot The Sheriff,6,1997-05-03
DJ Kool,Let Me Clear My Throat,7,1997-05-03
OutKast,Jazzy Belle,8,1997-05-03
"Trapp Featuring 2pac, Notorious B.I.G.",Stop The Gunfight,9,1997-05-03
Freak Nasty,Da' Dip,10,1997-05-03
Tracey Lee,The Theme (It's Party Time),11,1997-05-03
Da Brat Featuring T-Boz,Ghetto Love,12,1997-05-03
Westside Connection,Gangstas Make The World Go Round,13,1997-05-03
Tela Featuring Eightball & MJG,Sho Nuff,14,1997-05-03
Jay-Z,Feelin' It,15,1997-05-03
"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",Runnin',16,1997-05-03
Capone -N- Noreaga,T.O.N.Y. (Top Of New York),17,1997-05-03
Mobb Deep,G.O.D. Pt. III,18,1997-05-03
Killarmy,Wu-Renegades,19,1997-05-03
MC Lyte,Cold Rock A Party,20,1997-05-03
Lil' Kim Featuring Puff Daddy,No Time,21,1997-05-03
Tru Featuring Ice Cream Man (Master P),I Always Feel Like (Somebody's Watching Me),22,1997-05-03
Richie Rich,Do G's Get To Go To Heaven?,23,1997-05-03
KRS-One,Gonna Let U Know,24,1997-05-03
The Notorious B.I.G.,Hypnotize,1,1997-05-10
B-Rock & The Bizz,My Baby Daddy,2,1997-05-10
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,3,1997-05-10
Foxy Brown Featuring Jay-Z,I'll Be,4,1997-05-10
Hev-D,Big Daddy,5,1997-05-10
Warren G,I Shot The Sheriff,6,1997-05-10
DJ Kool,Let Me Clear My Throat,7,1997-05-10
Freak Nasty,Da' Dip,8,1997-05-10
OutKast,Jazzy Belle,9,1997-05-10
"Trapp Featuring 2pac, Notorious B.I.G.",Stop The Gunfight,10,1997-05-10
Tracey Lee,The Theme (It's Party Time),11,1997-05-10
Westside Connection,Gangstas Make The World Go Round,12,1997-05-10
Da Brat Featuring T-Boz,Ghetto Love,13,1997-05-10
Suga Free,If U Stay Ready,14,1997-05-10
Jay-Z,Feelin' It,15,1997-05-10
Tela Featuring Eightball & MJG,Gonna Let U Know,16,1997-05-10
Mobb Deep,Sho Nuff,17,1997-05-10
Killarmy,G.O.D. Pt. III,18,1997-05-10
Capone -N- Noreaga,Wu-Renegades,19,1997-05-10
Lil' Kim Featuring Puff Daddy,T.O.N.Y. (Top Of New York),20,1997-05-10
Tru Featuring Ice Cream Man (Master P),No Time,21,1997-05-10
DJ Taz Featuring Raheem The Dream,I Always Feel Like (Somebody's Watching Me),22,1997-05-10
"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",That's Right,23,1997-05-10
MC Lyte,Runnin',24,1997-05-10
The Notorious B.I.G.,Hypnotize,1,1997-05-17
B-Rock & The Bizz,My Baby Daddy,2,1997-05-17
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,3,1997-05-17
Foxy Brown Featuring Jay-Z,I'll Be,4,1997-05-17
Hev-D,Big Daddy,5,1997-05-17
Freak Nasty,Da' Dip,6,1997-05-17
"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell","If I Could Change (From ""I'm Bout It"")",7,1997-05-17
Warren G,I Shot The Sheriff,8,1997-05-17
DJ Kool,Let Me Clear My Throat,9,1997-05-17
"Trapp Featuring 2pac, Notorious B.I.G.",Stop The Gunfight,10,1997-05-17
Tracey Lee,The Theme (It's Party Time),11,1997-05-17
OutKast,Jazzy Belle,12,1997-05-17
Jay-Z,Feelin' It,13,1997-05-17
Westside Connection,Gangstas Make The World Go Round,14,1997-05-17
Da Brat Featuring T-Boz,Ghetto Love,15,1997-05-17
Suga Free,If U Stay Ready,16,1997-05-17
Mobb Deep,Gonna Let U Know,17,1997-05-17
Killarmy,G.O.D. Pt. III,18,1997-05-17
Tela Featuring Eightball & MJG,Wu-Renegades,19,1997-05-17
Twista,Sho Nuff,20,1997-05-17
Capone -N- Noreaga,Emotions,21,1997-05-17
Lil' Kim Featuring Puff Daddy,T.O.N.Y. (Top Of New York),22,1997-05-17
Tru Featuring Ice Cream Man (Master P),No Time,23,1997-05-17
DJ Taz Featuring Raheem The Dream,I Always Feel Like (Somebody's Watching Me),24,1997-05-17
The Notorious B.I.G.,Hypnotize,1,1997-05-24
B-Rock & The Bizz,My Baby Daddy,2,1997-05-24
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,3,1997-05-24
Foxy Brown Featuring Jay-Z,I'll Be,4,1997-05-24
Freak Nasty,Da' Dip,5,1997-05-24
Hev-D,Big Daddy,6,1997-05-24
"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell","If I Could Change (From ""I'm Bout It"")",7,1997-05-24
DJ Kool,Let Me Clear My Throat,8,1997-05-24
Warren G,I Shot The Sheriff,9,1997-05-24
"Trapp Featuring 2pac, Notorious B.I.G.",Stop The Gunfight,10,1997-05-24
Tracey Lee,The Theme (It's Party Time),11,1997-05-24
Suga Free,If U Stay Ready,12,1997-05-24
OutKast,Jazzy Belle,13,1997-05-24
Jay-Z,Gonna Let U Know,14,1997-05-24
Da Brat Featuring T-Boz,Feelin' It,15,1997-05-24
Westside Connection,Ghetto Love,16,1997-05-24
Twista,Gangstas Make The World Go Round,17,1997-05-24
DJ Taz Featuring Raheem The Dream,Emotions,18,1997-05-24
Killarmy,That's Right,19,1997-05-24
3X Krazy,Wu-Renegades,20,1997-05-24
Capone -N- Noreaga,Keep It On The Real,21,1997-05-24
Mobb Deep,T.O.N.Y. (Top Of New York),22,1997-05-24
Tela Featuring Eightball & MJG,G.O.D. Pt. III,23,1997-05-24
Lil' Kim Featuring Puff Daddy,Sho Nuff,24,1997-05-24
The Notorious B.I.G.,Hypnotize,1,1997-05-31
B-Rock & The Bizz,My Baby Daddy,2,1997-05-31
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,3,1997-05-31
Freak Nasty,Da' Dip,4,1997-05-31
Foxy Brown Featuring Jay-Z,I'll Be,5,1997-05-31
DJ Kool,Let Me Clear My Throat,6,1997-05-31
"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell","If I Could Change (From ""I'm Bout It"")",7,1997-05-31
KRS-One,Step Into A World (Rapture's Delight),8,1997-05-31
Tracey Lee,The Theme (It's Party Time),9,1997-05-31
Warren G,I Shot The Sheriff,10,1997-05-31
"Trapp Featuring 2pac, Notorious B.I.G.",Stop The Gunfight,11,1997-05-31
Hev-D,Big Daddy,12,1997-05-31
Suga Free,If U Stay Ready,13,1997-05-31
OutKast,Jazzy Belle,14,1997-05-31
DJ Taz Featuring Raheem The Dream,That's Right,15,1997-05-31
Killarmy,Wu-Renegades,16,1997-05-31
Jay-Z,Feelin' It,17,1997-05-31
CRU Featuring Slick Rick,Gonna Let U Know,18,1997-05-31
Born Jamericans,Just Another Case,19,1997-05-31
Twista,Yardcore,20,1997-05-31
Da Brat Featuring T-Boz,Emotions,21,1997-05-31
Capone -N- Noreaga,Ghetto Love,22,1997-05-31
Westside Connection,T.O.N.Y. (Top Of New York),23,1997-05-31
Mobb Deep,Gangstas Make The World Go Round,24,1997-05-31
The Notorious B.I.G.,Hypnotize,1,1997-06-07
B-Rock & The Bizz,My Baby Daddy,2,1997-06-07
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,3,1997-06-07
Freak Nasty,Da' Dip,4,1997-06-07
"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell","If I Could Change (From ""I'm Bout It"")",5,1997-06-07
DJ Kool,Let Me Clear My Throat,6,1997-06-07
Foxy Brown Featuring Jay-Z,I'll Be,7,1997-06-07
Born Jamericans,Yardcore,8,1997-06-07
Suga Free,If U Stay Ready,9,1997-06-07
DJ Taz Featuring Raheem The Dream,That's Right,10,1997-06-07
"Trapp Featuring 2pac, Notorious B.I.G.",Stop The Gunfight,11,1997-06-07
KRS-One,Step Into A World (Rapture's Delight),12,1997-06-07
Tracey Lee,The Theme (It's Party Time),13,1997-06-07
Warren G,I Shot The Sheriff,14,1997-06-07
OutKast,Gonna Let U Know,15,1997-06-07
Killarmy,Jazzy Belle,16,1997-06-07
Jay-Z,Wu-Renegades,17,1997-06-07
Hev-D,"Who You Wit (From ""Sprung"")",18,1997-06-07
Jay-Z,Big Daddy,19,1997-06-07
Twista,Feelin' It,20,1997-06-07
3X Krazy,Emotions,21,1997-06-07
Da Brat Featuring T-Boz,Keep It On The Real,22,1997-06-07
Westside Connection,Ghetto Love,23,1997-06-07
Mobb Deep,Gangstas Make The World Go Round,24,1997-06-07
Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,1,1997-06-14
The Notorious B.I.G.,Hypnotize,2,1997-06-14
Wyclef Jean Featuring Refugee Allstars,We Trying To Stay Alive,3,1997-06-14
B-Rock & The Bizz,My Baby Daddy,4,1997-06-14
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,5,1997-06-14
Freak Nasty,Da' Dip,6,1997-06-14
"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell","If I Could Change (From ""I'm Bout It"")",7,1997-06-14
DJ Taz Featuring Raheem The Dream,That's Right,8,1997-06-14
DJ Kool,Let Me Clear My Throat,9,1997-06-14
Foxy Brown Featuring Jay-Z,I'll Be,10,1997-06-14
Suga Free,If U Stay Ready,11,1997-06-14
Twista,Emotions,12,1997-06-14
Born Jamericans,Yardcore,13,1997-06-14
"Trapp Featuring 2pac, Notorious B.I.G.",Stop The Gunfight,14,1997-06-14
MC Luscious Featuring Kinsui,Da' Dip,15,1997-06-14
KRS-One,Step Into A World (Rapture's Delight),16,1997-06-14
Warren G,I Shot The Sheriff,17,1997-06-14
Tracey Lee,The Theme (It's Party Time),18,1997-06-14
OutKast,Jazzy Belle,19,1997-06-14
Jay-Z,Feelin' It,20,1997-06-14
3X Krazy,Keep It On The Real,21,1997-06-14
Jay-Z,"Who You Wit (From ""Sprung"")",22,1997-06-14
Killarmy,Gonna Let U Know,23,1997-06-14
Capone -N- Noreaga,Wu-Renegades,24,1997-06-14
Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,1,1997-06-21
Bone Thugs-N-Harmony,Look Into My Eyes,2,1997-06-21
Scarface Featuring 2Pac & Johnny P,Smile,3,1997-06-21
The Notorious B.I.G.,Hypnotize,4,1997-06-21
Warren G Featuring Ronald Isley,Smokin' Me Out,5,1997-06-21
Wyclef Jean Featuring Refugee Allstars,We Trying To Stay Alive,6,1997-06-21
Freak Nasty,Da' Dip,7,1997-06-21
B-Rock & The Bizz,My Baby Daddy,8,1997-06-21
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,9,1997-06-21
"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell","If I Could Change (From ""I'm Bout It"")",10,1997-06-21
Twista,Emotions,11,1997-06-21
DJ Taz Featuring Raheem The Dream,That's Right,12,1997-06-21
Suga Free,If U Stay Ready,13,1997-06-21
DJ Kool,Let Me Clear My Throat,14,1997-06-21
Born Jamericans,Yardcore,15,1997-06-21
"Trapp Featuring 2pac, Notorious B.I.G.",Stop The Gunfight,16,1997-06-21
Foxy Brown Featuring Jay-Z,I'll Be,17,1997-06-21
Tha Alkaholiks Featuring Ol' Dirty Bastard,Hip Hop Drunkies,18,1997-06-21
MC Luscious Featuring Kinsui,Da' Dip,19,1997-06-21
OutKast,Jazzy Belle,20,1997-06-21
Jay-Z,Feelin' It,21,1997-06-21
3X Krazy,Keep It On The Real,22,1997-06-21
Tracey Lee,The Theme (It's Party Time),23,1997-06-21
KRS-One,Step Into A World (Rapture's Delight),24,1997-06-21
Warren G,I Shot The Sheriff,25,1997-06-21
Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,1,1997-06-28
Bone Thugs-N-Harmony,Look Into My Eyes,2,1997-06-28
Scarface Featuring 2Pac & Johnny P,Smile,3,1997-06-28
Warren G Featuring Ronald Isley,Smokin' Me Out,4,1997-06-28
The Notorious B.I.G.,Hypnotize,5,1997-06-28
Wyclef Jean Featuring Refugee Allstars,We Trying To Stay Alive,6,1997-06-28
Tha Alkaholiks Featuring Ol' Dirty Bastard,Hip Hop Drunkies,7,1997-06-28
Freak Nasty,Da' Dip,8,1997-06-28
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,9,1997-06-28
DJ Taz Featuring Raheem The Dream,That's Right,10,1997-06-28
B-Rock & The Bizz,My Baby Daddy,11,1997-06-28
"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell","If I Could Change (From ""I'm Bout It"")",12,1997-06-28
Twista,Emotions,13,1997-06-28
Suga Free,If U Stay Ready,14,1997-06-28
Born Jamericans,Yardcore,15,1997-06-28
MC Luscious Featuring Kinsui,Da' Dip,16,1997-06-28
DJ Kool,Let Me Clear My Throat,17,1997-06-28
OutKast,Jazzy Belle,18,1997-06-28
3X Krazy,Keep It On The Real,19,1997-06-28
"Trapp Featuring 2pac, Notorious B.I.G.",Stop The Gunfight,20,1997-06-28
Jay-Z,Feelin' It,21,1997-06-28
Foxy Brown Featuring Jay-Z,I'll Be,22,1997-06-28
Jungle Brothers,Brain,23,1997-06-28
CRU Featuring Slick Rick,Just Another Case,24,1997-06-28
Warren G,I Shot The Sheriff,25,1997-06-28
Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,1,1997-07-05
Bone Thugs-N-Harmony,Look Into My Eyes,2,1997-07-05
Scarface Featuring 2Pac & Johnny P,Smile,3,1997-07-05
Warren G Featuring Ronald Isley,Smokin' Me Out,4,1997-07-05
Wyclef Jean Featuring Refugee Allstars,We Trying To Stay Alive,5,1997-07-05
Tha Alkaholiks Featuring Ol' Dirty Bastard,Hip Hop Drunkies,6,1997-07-05
The Notorious B.I.G.,Hypnotize,7,1997-07-05
Freak Nasty,Da' Dip,8,1997-07-05
CRU Featuring Slick Rick,Just Another Case,9,1997-07-05
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,10,1997-07-05
"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell","If I Could Change (From ""I'm Bout It"")",11,1997-07-05
Twista,Emotions,12,1997-07-05
DJ Taz Featuring Raheem The Dream,That's Right,13,1997-07-05
B-Rock & The Bizz,My Baby Daddy,14,1997-07-05
Suga Free,If U Stay Ready,15,1997-07-05
Born Jamericans,Yardcore,16,1997-07-05
MC Luscious Featuring Kinsui,Da' Dip,17,1997-07-05
DJ Kool,Let Me Clear My Throat,18,1997-07-05
Coolio Featuring 40 Thevz,"C U When U Get There (From ""Nothing To Lose"")",19,1997-07-05
3X Krazy,Keep It On The Real,20,1997-07-05
OutKast,Jazzy Belle,21,1997-07-05
"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",Not Tonight,22,1997-07-05
DFC,Listen (Five Minutes),23,1997-07-05
Foxy Brown Featuring Jay-Z,I'll Be,24,1997-07-05
Jungle Brothers,Brain,25,1997-07-05
Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,1,1997-07-12
Scarface Featuring 2Pac & Johnny P,Smile,2,1997-07-12
Bone Thugs-N-Harmony,Look Into My Eyes,3,1997-07-12
"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",Not Tonight,4,1997-07-12
Wyclef Jean Featuring Refugee Allstars,We Trying To Stay Alive,5,1997-07-12
Warren G Featuring Ronald Isley,Smokin' Me Out,6,1997-07-12
Freak Nasty,Da' Dip,7,1997-07-12
CRU Featuring Slick Rick,Just Another Case,8,1997-07-12
Tha Alkaholiks Featuring Ol' Dirty Bastard,Hip Hop Drunkies,9,1997-07-12
The Notorious B.I.G.,Hypnotize,10,1997-07-12
Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,11,1997-07-12
DJ Taz Featuring Raheem The Dream,That's Right,12,1997-07-12
