artist,track,position,date
Bobby Shmurda,Hot Boy,2,2014-11-15
Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,3,2014-11-15
Pitbull Featuring John Ryan,Fireball,4,2014-11-15
Rae Sremmurd,No Type,5,2014-11-15
Big Sean Featuring E-40,I Don't F**k With You,6,2014-11-15
Nicki Minaj,Anaconda,7,2014-11-15
Drake,0 To 100 / The Catch Up,8,2014-11-15
T.I. Featuring Young Thug,About The Money,9,2014-11-15
Kendrick Lamar,i,10,2014-11-15
Rae Sremmurd,Only,11,2014-11-15
Iggy Azalea Featuring M0,No Flex Zone,12,2014-11-15
Fergie,Beg For It,13,2014-11-15
T.I. Featuring Iggy Azalea,L.A.LOVE (la la),14,2014-11-15
Becky G,Try Me,15,2014-11-15
Kid Ink Featuring Usher & Tinashe,No Mediocre,16,2014-11-15
Migos,Shower,17,2014-11-15
Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,Body Language,18,2014-11-15
Flo Rida Featuring Sage The Gemini & Lookas,Handsome And Wealthy,19,2014-11-15
Snootie Wild Featuring K Camp,You And Your Friends,20,2014-11-15
Yo Gotti,G.D.F.R.,21,2014-11-15
OG Maco Featuring 2 Chainz,Made Me,22,2014-11-15
Bobby Shmurda,Errrbody,23,2014-11-15
Bobby Shmurda,Hot Boy,1,2014-11-22
Iggy Azalea Featuring Rita Ora,Black Widow,2,2014-11-22
Big Sean Featuring E-40,I Don't F**k With You,3,2014-11-22
Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,4,2014-11-22
Rae Sremmurd,No Type,5,2014-11-22
Nicki Minaj,Anaconda,6,2014-11-22
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,7,2014-11-22
Kendrick Lamar,i,8,2014-11-22
Drake,0 To 100 / The Catch Up,9,2014-11-22
DeJ Loaf,Try Me,10,2014-11-22
T.I. Featuring Young Thug,About The Money,11,2014-11-22
Pitbull Featuring John Ryan,Fireball,12,2014-11-22
Iggy Azalea Featuring M0,Beg For It,13,2014-11-22
Rae Sremmurd,No Flex Zone,14,2014-11-22
Fergie,L.A.LOVE (la la),15,2014-11-22
Becky G,Shower,16,2014-11-22
T.I. Featuring Iggy Azalea,No Mediocre,17,2014-11-22
Kid Ink Featuring Usher & Tinashe,Body Language,18,2014-11-22
Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,You And Your Friends,19,2014-11-22
Migos,Handsome And Wealthy,20,2014-11-22
Snootie Wild Featuring K Camp,Made Me,21,2014-11-22
Bobby Shmurda,Bobby Bitch,22,2014-11-22
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,23,2014-11-22
Yo Gotti,Errrbody,24,2014-11-22
OG Maco Featuring 2 Chainz,U Guessed It,25,2014-11-22
Bobby Shmurda,Hot Boy,1,2014-11-29
Big Sean Featuring E-40,I Don't F**k With You,2,2014-11-29
Iggy Azalea Featuring Rita Ora,Black Widow,3,2014-11-29
Rae Sremmurd,No Type,4,2014-11-29
Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,5,2014-11-29
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,6,2014-11-29
Nicki Minaj,Anaconda,7,2014-11-29
Fergie,L.A.LOVE (la la),8,2014-11-29
DeJ Loaf,Try Me,9,2014-11-29
Iggy Azalea Featuring M0,Beg For It,10,2014-11-29
T.I. Featuring Young Thug,About The Money,11,2014-11-29
Drake,0 To 100 / The Catch Up,12,2014-11-29
Rae Sremmurd,No Flex Zone,13,2014-11-29
Kendrick Lamar,i,14,2014-11-29
Pitbull Featuring John Ryan,Fireball,15,2014-11-29
Becky G,Shower,16,2014-11-29
T.I. Featuring Iggy Azalea,No Mediocre,17,2014-11-29
Kid Ink Featuring Usher & Tinashe,Body Language,18,2014-11-29
Migos,Handsome And Wealthy,19,2014-11-29
Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,You And Your Friends,20,2014-11-29
Bobby Shmurda,Bobby Bitch,21,2014-11-29
Snootie Wild Featuring K Camp,Made Me,22,2014-11-29
Flo Rida Featuring Sage The Gemini & Lookas,Detroit Vs. Everybody,23,2014-11-29
Wale Featuring Jeremih,G.D.F.R.,24,2014-11-29
Big Sean Featuring E-40,I Don't F**k With You,1,2014-12-06
Bobby Shmurda,Hot Boy,2,2014-12-06
Rae Sremmurd,No Type,3,2014-12-06
Iggy Azalea Featuring Rita Ora,Black Widow,4,2014-12-06
Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,5,2014-12-06
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,6,2014-12-06
Iggy Azalea Featuring M0,Beg For It,7,2014-12-06
Fergie,L.A.LOVE (la la),8,2014-12-06
DeJ Loaf,Try Me,9,2014-12-06
Nicki Minaj,Anaconda,10,2014-12-06
T.I. Featuring Young Thug,About The Money,11,2014-12-06
Drake,0 To 100 / The Catch Up,12,2014-12-06
Rae Sremmurd,No Flex Zone,13,2014-12-06
Kendrick Lamar,i,14,2014-12-06
Pitbull Featuring John Ryan,Fireball,15,2014-12-06
Nicki Minaj Featruing Skylar Grey,Bed Of Lies,16,2014-12-06
O.T. Genasis,CoCo,17,2014-12-06
Becky G,Shower,18,2014-12-06
Kid Ink Featuring Usher & Tinashe,Body Language,19,2014-12-06
T.I. Featuring Iggy Azalea,No Mediocre,20,2014-12-06
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,21,2014-12-06
Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,You And Your Friends,22,2014-12-06
Migos,Handsome And Wealthy,23,2014-12-06
Bobby Shmurda,Bobby Bitch,24,2014-12-06
Snootie Wild Featuring K Camp,Made Me,25,2014-12-06
Big Sean Featuring E-40,I Don't F**k With You,1,2014-12-13
Bobby Shmurda,Hot Boy,2,2014-12-13
Rae Sremmurd,No Type,3,2014-12-13
Iggy Azalea Featuring Rita Ora,Black Widow,4,2014-12-13
Fergie,L.A.LOVE (la la),5,2014-12-13
Iggy Azalea Featuring M0,Beg For It,6,2014-12-13
Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,7,2014-12-13
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,8,2014-12-13
O.T. Genasis,CoCo,9,2014-12-13
DeJ Loaf,Try Me,10,2014-12-13
Nicki Minaj,Anaconda,11,2014-12-13
Pitbull Featuring John Ryan,Fireball,12,2014-12-13
T.I. Featuring Young Thug,About The Money,13,2014-12-13
Rae Sremmurd,No Flex Zone,14,2014-12-13
Drake,0 To 100 / The Catch Up,15,2014-12-13
Eminem Featuring Sia,Guts Over Fear,16,2014-12-13
Kendrick Lamar,i,17,2014-12-13
Nicki Minaj Featruing Skylar Grey,Bed Of Lies,18,2014-12-13
Becky G,Shower,19,2014-12-13
Kid Ink Featuring Usher & Tinashe,Body Language,20,2014-12-13
Pitbull & Ne-Yo,Time Of Our Lives,21,2014-12-13
Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,You And Your Friends,22,2014-12-13
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,23,2014-12-13
Bobby Shmurda,Bobby Bitch,24,2014-12-13
Snootie Wild Featuring K Camp,Made Me,25,2014-12-13
Big Sean Featuring E-40,I Don't F**k With You,1,2014-12-20
Rae Sremmurd,No Type,2,2014-12-20
Bobby Shmurda,Hot Boy,3,2014-12-20
O.T. Genasis,CoCo,4,2014-12-20
Iggy Azalea Featuring M0,Beg For It,5,2014-12-20
Iggy Azalea Featuring Rita Ora,Black Widow,6,2014-12-20
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,7,2014-12-20
Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,8,2014-12-20
Fergie,L.A.LOVE (la la),9,2014-12-20
DeJ Loaf,Try Me,10,2014-12-20
T.I. Featuring Young Thug,About The Money,11,2014-12-20
Nicki Minaj,Anaconda,12,2014-12-20
Drake,0 To 100 / The Catch Up,13,2014-12-20
Rae Sremmurd,No Flex Zone,14,2014-12-20
Pitbull Featuring John Ryan,Fireball,15,2014-12-20
Kid Ink Featuring Usher & Tinashe,Body Language,16,2014-12-20
Nicki Minaj Featruing Skylar Grey,Bed Of Lies,17,2014-12-20
Kendrick Lamar,i,18,2014-12-20
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,19,2014-12-20
Becky G,Shower,20,2014-12-20
Eminem Featuring Sia,Guts Over Fear,21,2014-12-20
Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,You And Your Friends,22,2014-12-20
Pitbull & Ne-Yo,Time Of Our Lives,23,2014-12-20
Wale Featuring Jeremih,The Body,24,2014-12-20
Bobby Shmurda,Bobby Bitch,25,2014-12-20
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,1,2014-12-27
Big Sean Featuring E-40,I Don't F**k With You,2,2014-12-27
Rae Sremmurd,No Type,3,2014-12-27
Bobby Shmurda,Hot Boy,4,2014-12-27
O.T. Genasis,CoCo,5,2014-12-27
Iggy Azalea Featuring M0,Beg For It,6,2014-12-27
Iggy Azalea Featuring Rita Ora,Black Widow,7,2014-12-27
Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,8,2014-12-27
Fergie,L.A.LOVE (la la),9,2014-12-27
DeJ Loaf,Try Me,10,2014-12-27
Nicki Minaj,Anaconda,11,2014-12-27
Drake,0 To 100 / The Catch Up,12,2014-12-27
Rae Sremmurd,No Flex Zone,13,2014-12-27
J. Cole,Wet Dreamz,14,2014-12-27
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,15,2014-12-27
Pitbull Featuring John Ryan,Fireball,16,2014-12-27
Kid Ink Featuring Usher & Tinashe,Body Language,17,2014-12-27
J. Cole,No Role Modelz,18,2014-12-27
J. Cole,Apparently,19,2014-12-27
Becky G,Shower,20,2014-12-27
Pitbull & Ne-Yo,Time Of Our Lives,21,2014-12-27
Kendrick Lamar,i,22,2014-12-27
Nicki Minaj Featruing Skylar Grey,Bed Of Lies,23,2014-12-27
J. Cole,Fire Squad,24,2014-12-27
J. Cole,A Tale Of 2 Citiez,25,2014-12-27
Big Sean Featuring E-40,I Don't F**k With You,1,2015-01-03
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,2,2015-01-03
Rae Sremmurd,No Type,3,2015-01-03
Bobby Shmurda,Hot Boy,4,2015-01-03
O.T. Genasis,CoCo,5,2015-01-03
Iggy Azalea Featuring M0,Beg For It,6,2015-01-03
Iggy Azalea Featuring Rita Ora,Black Widow,7,2015-01-03
Nicki Minaj Featuring Beyonce,Feeling Myself,8,2015-01-03
Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,9,2015-01-03
DeJ Loaf,Try Me,10,2015-01-03
Nicki Minaj,Anaconda,11,2015-01-03
Fergie,L.A.LOVE (la la),12,2015-01-03
Nicki Minaj Featruing Skylar Grey,Bed Of Lies,13,2015-01-03
Drake,0 To 100 / The Catch Up,14,2015-01-03
Rae Sremmurd,No Flex Zone,15,2015-01-03
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,16,2015-01-03
Pitbull & Ne-Yo,Time Of Our Lives,17,2015-01-03
Nicki Minaj Featuring Ariana Grande,Get On Your Knees,18,2015-01-03
J. Cole,Apparently,19,2015-01-03
Kid Ink Featuring Usher & Tinashe,Body Language,20,2015-01-03
Pitbull Featuring John Ryan,Fireball,21,2015-01-03
J. Cole,Wet Dreamz,22,2015-01-03
J. Cole,No Role Modelz,23,2015-01-03
Kendrick Lamar,i,24,2015-01-03
Wale Featuring Jeremih,The Body,25,2015-01-03
Big Sean Featuring E-40,I Don't F**k With You,1,2015-01-10
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,2,2015-01-10
Rae Sremmurd,No Type,3,2015-01-10
Bobby Shmurda,Hot Boy,4,2015-01-10
O.T. Genasis,CoCo,5,2015-01-10
Iggy Azalea Featuring M0,Beg For It,6,2015-01-10
Iggy Azalea Featuring Rita Ora,Black Widow,7,2015-01-10
Fergie,L.A.LOVE (la la),8,2015-01-10
Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,9,2015-01-10
DeJ Loaf,Try Me,10,2015-01-10
Pitbull & Ne-Yo,Time Of Our Lives,11,2015-01-10
Nicki Minaj,Anaconda,12,2015-01-10
Rae Sremmurd,No Flex Zone,13,2015-01-10
Drake,0 To 100 / The Catch Up,14,2015-01-10
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,15,2015-01-10
Nicki Minaj Featuring Beyonce,Feeling Myself,16,2015-01-10
Pitbull Featuring John Ryan,Fireball,17,2015-01-10
Kid Ink Featuring Usher & Tinashe,Body Language,18,2015-01-10
Nicki Minaj Featuring Skylar Grey,Bed Of Lies,19,2015-01-10
J. Cole,Apparently,20,2015-01-10
French Montana Featuring Jeremih,Bad B*tch,21,2015-01-10
Kendrick Lamar,i,22,2015-01-10
Bobby Shmurda,Bobby Bitch,23,2015-01-10
J. Cole,Wet Dreamz,24,2015-01-10
Hoodie Allen Featuring Ed Sheeran,All About It,25,2015-01-10
Big Sean Featuring E-40,I Don't F**k With You,1,2015-01-17
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,2,2015-01-17
Rae Sremmurd,No Type,3,2015-01-17
Bobby Shmurda,Hot Boy,4,2015-01-17
O.T. Genasis,CoCo,5,2015-01-17
Iggy Azalea Featuring M0,Beg For It,6,2015-01-17
Pitbull & Ne-Yo,Time Of Our Lives,7,2015-01-17
Fergie,L.A.LOVE (la la),8,2015-01-17
DeJ Loaf,Try Me,9,2015-01-17
Nicki Minaj,Anaconda,10,2015-01-17
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,11,2015-01-17
Rae Sremmurd,No Flex Zone,12,2015-01-17
Pitbull Featuring John Ryan,Fireball,13,2015-01-17
Drake,0 To 100 / The Catch Up,14,2015-01-17
Nicki Minaj Featuring Beyonce,Feeling Myself,15,2015-01-17
Kid Ink Featuring Usher & Tinashe,Body Language,16,2015-01-17
J. Cole,Apparently,17,2015-01-17
Nicki Minaj Featuring Skylar Grey,Bed Of Lies,18,2015-01-17
Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,19,2015-01-17
G-Eazy Featuring Remo,I Mean It,20,2015-01-17
Kendrick Lamar,i,21,2015-01-17
Bobby Shmurda,Bobby Bitch,22,2015-01-17
B.o.B Featuring Trey Songz,Not For Long,23,2015-01-17
Hoodie Allen Featuring Ed Sheeran,All About It,24,2015-01-17
Wale Featuring Jeremih,The Body,25,2015-01-17
Big Sean Featuring E-40,I Don't F**k With You,1,2015-01-24
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,2,2015-01-24
Rae Sremmurd,No Type,3,2015-01-24
O.T. Genasis,CoCo,4,2015-01-24
Bobby Shmurda,Hot Boy,5,2015-01-24
Pitbull & Ne-Yo,Time Of Our Lives,6,2015-01-24
Iggy Azalea Featuring M0,Beg For It,7,2015-01-24
DeJ Loaf,Try Me,8,2015-01-24
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,9,2015-01-24
Fergie,L.A.LOVE (la la),10,2015-01-24
Nicki Minaj Featuring Beyonce,Feeling Myself,11,2015-01-24
Nicki Minaj,Anaconda,12,2015-01-24
Drake,0 To 100 / The Catch Up,13,2015-01-24
J. Cole,Apparently,14,2015-01-24
Kid Ink Featuring Usher & Tinashe,Body Language,15,2015-01-24
Pitbull Featuring John Ryan,Fireball,16,2015-01-24
Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,17,2015-01-24
B.o.B Featuring Trey Songz,Not For Long,18,2015-01-24
Hoodie Allen Featuring Ed Sheeran,All About It,19,2015-01-24
Wale Featuring Jeremih,The Body,20,2015-01-24
Nicki Minaj Featuring Skylar Grey,Bed Of Lies,21,2015-01-24
J. Cole,No Role Modelz,22,2015-01-24
Kendrick Lamar,i,23,2015-01-24
Machine Gun Kelly,Til I Die,24,2015-01-24
J. Cole,Wet Dreamz,25,2015-01-24
Big Sean Featuring E-40,I Don't F**k With You,1,2015-01-31
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,2,2015-01-31
Rae Sremmurd,No Type,3,2015-01-31
Pitbull & Ne-Yo,Time Of Our Lives,4,2015-01-31
O.T. Genasis,CoCo,5,2015-01-31
Bobby Shmurda,Hot Boy,6,2015-01-31
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,7,2015-01-31
DeJ Loaf,Try Me,8,2015-01-31
Iggy Azalea Featuring M0,Beg For It,9,2015-01-31
Nicki Minaj Featuring Beyonce,Feeling Myself,10,2015-01-31
Fergie,L.A.LOVE (la la),11,2015-01-31
Nicki Minaj,Anaconda,12,2015-01-31
Hoodie Allen Featuring Ed Sheeran,All About It,13,2015-01-31
J. Cole,Apparently,14,2015-01-31
Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,15,2015-01-31
Pitbull Featuring John Ryan,Fireball,16,2015-01-31
Kid Ink Featuring Usher & Tinashe,Body Language,17,2015-01-31
Common & John Legend,Glory,18,2015-01-31
B.o.B Featuring Trey Songz,Not For Long,19,2015-01-31
Wale Featuring Jeremih,The Body,20,2015-01-31
J. Cole,No Role Modelz,21,2015-01-31
Fetty Wap,Trap Queen,22,2015-01-31
Kevin Gates Featuring August Alsina,I Don't Get Tired (#IDGT),23,2015-01-31
Nicki Minaj Featuring Skylar Grey,Bed Of Lies,24,2015-01-31
J. Cole,Wet Dreamz,25,2015-01-31
Big Sean Featuring E-40,I Don't F**k With You,1,2015-02-07
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,2,2015-02-07
Pitbull & Ne-Yo,Time Of Our Lives,3,2015-02-07
Rae Sremmurd,No Type,4,2015-02-07
O.T. Genasis,CoCo,5,2015-02-07
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,6,2015-02-07
Bobby Shmurda,Hot Boy,7,2015-02-07
DeJ Loaf,Try Me,8,2015-02-07
Nicki Minaj Featuring Beyonce,Feeling Myself,9,2015-02-07
Nicki Minaj,Anaconda,10,2015-02-07
J. Cole,Apparently,11,2015-02-07
Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,12,2015-02-07
Iggy Azalea Featuring M0,Beg For It,13,2015-02-07
Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,14,2015-02-07
Hoodie Allen Featuring Ed Sheeran,All About It,15,2015-02-07
Fergie,L.A.LOVE (la la),16,2015-02-07
Fetty Wap,Trap Queen,17,2015-02-07
Kid Ink Featuring Usher & Tinashe,Body Language,18,2015-02-07
Pitbull Featuring John Ryan,Fireball,19,2015-02-07
B.o.B Featuring Trey Songz,Not For Long,20,2015-02-07
Wale Featuring Jeremih,The Body,21,2015-02-07
J. Cole,No Role Modelz,22,2015-02-07
Nicki Minaj Featuring Skylar Grey,Bed Of Lies,23,2015-02-07
Kevin Gates Featuring August Alsina,I Don't Get Tired (#IDGT),24,2015-02-07
Jack & Jack Featuring Skate,Like That,25,2015-02-07
Pitbull & Ne-Yo,Time Of Our Lives,1,2015-02-14
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,2,2015-02-14
Big Sean Featuring E-40,I Don't F**k With You,3,2015-02-14
O.T. Genasis,CoCo,4,2015-02-14
Rae Sremmurd,No Type,5,2015-02-14
Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,6,2015-02-14
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,7,2015-02-14
Nicki Minaj Featuring Beyonce,Feeling Myself,8,2015-02-14
DeJ Loaf,Try Me,9,2015-02-14
J. Cole,Apparently,10,2015-02-14
Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,11,2015-02-14
Nicki Minaj,Anaconda,12,2015-02-14
Hoodie Allen Featuring Ed Sheeran,All About It,13,2015-02-14
Fetty Wap,Trap Queen,14,2015-02-14
Iggy Azalea Featuring M0,Beg For It,15,2015-02-14
Fergie,L.A.LOVE (la la),16,2015-02-14
Wale Featuring Jeremih,The Body,17,2015-02-14
B.o.B Featuring Trey Songz,Not For Long,18,2015-02-14
Pitbull Featuring John Ryan,Fireball,19,2015-02-14
J. Cole,No Role Modelz,20,2015-02-14
K Camp,Lil Bit,21,2015-02-14
Kevin Gates Featuring August Alsina,I Don't Get Tired (#IDGT),22,2015-02-14
J Balvin,Ay Vamos,23,2015-02-14
J. Cole,Wet Dreamz,24,2015-02-14
Kid Ink Featuring Chris Brown,Hotel,25,2015-02-14
Pitbull & Ne-Yo,Time Of Our Lives,1,2015-02-21
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,2,2015-02-21
Big Sean Featuring E-40,I Don't F**k With You,3,2015-02-21
O.T. Genasis,CoCo,4,2015-02-21
Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,5,2015-02-21
Rae Sremmurd,No Type,6,2015-02-21
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,7,2015-02-21
"Missy ""Misdemeanor"" Elliott",Work It,8,2015-02-21
"Missy ""Misdemeanor"" Elliott",Get Ur Freak On,9,2015-02-21
Big Sean Featuring Drake,Blessings,10,2015-02-21
Missy Elliott Featuring Ciara & Fat Man Scoop,Lose Control,11,2015-02-21
J. Cole,Apparently,12,2015-02-21
Fetty Wap,Trap Queen,13,2015-02-21
Nicki Minaj Featuring Beyonce,Feeling Myself,14,2015-02-21
DeJ Loaf,Try Me,15,2015-02-21
Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,16,2015-02-21
B.o.B Featuring Trey Songz,Not For Long,17,2015-02-21
Wale Featuring Jeremih,The Body,18,2015-02-21
Iggy Azalea Featuring M0,Beg For It,19,2015-02-21
Fergie,L.A.LOVE (la la),20,2015-02-21
Pitbull Featuring John Ryan,Fireball,21,2015-02-21
Hoodie Allen Featuring Ed Sheeran,All About It,22,2015-02-21
J. Cole,No Role Modelz,23,2015-02-21
Kid Ink Featuring DeJ Loaf,Be Real,24,2015-02-21
Kid Ink Featuring Chris Brown,Hotel,25,2015-02-21
Pitbull & Ne-Yo,Time Of Our Lives,1,2015-02-28
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,2,2015-02-28
Big Sean Featuring E-40,I Don't F**k With You,3,2015-02-28
Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,4,2015-02-28
O.T. Genasis,CoCo,5,2015-02-28
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,6,2015-02-28
Rae Sremmurd,No Type,7,2015-02-28
Fetty Wap,Trap Queen,8,2015-02-28
Drake,Energy,9,2015-02-28
Big Sean Featuring Drake,Blessings,10,2015-02-28
J. Cole,Apparently,11,2015-02-28
Nicki Minaj Featuring Beyonce,Feeling Myself,12,2015-02-28
Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,13,2015-02-28
DeJ Loaf,Try Me,14,2015-02-28
Drake,Legend,15,2015-02-28
Drake,10 Bands,16,2015-02-28
Wale Featuring Jeremih,The Body,17,2015-02-28
B.o.B Featuring Trey Songz,Not For Long,18,2015-02-28
Drake Featuring Lil Wayne,Used To,19,2015-02-28
Drake,Bitches N Marijuana,20,2015-02-28
Iggy Azalea Featuring M0,No Tellin',21,2015-02-28
J. Cole,Beg For It,22,2015-02-28
Drake,No Role Modelz,23,2015-02-28
Pitbull Featuring John Ryan,Jungle,24,2015-02-28
Pitbull & Ne-Yo,Time Of Our Lives,1,2015-03-07
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,2,2015-03-07
Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,3,2015-03-07
Big Sean Featuring E-40,I Don't F**k With You,4,2015-03-07
Drake,Energy,5,2015-03-07
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,6,2015-03-07
Fetty Wap,Trap Queen,7,2015-03-07
O.T. Genasis,CoCo,8,2015-03-07
Rae Sremmurd,No Type,9,2015-03-07
Drake,Legend,10,2015-03-07
Drake,10 Bands,11,2015-03-07
J. Cole,Apparently,12,2015-03-07
Nicki Minaj Featuring Beyonce,Feeling Myself,13,2015-03-07
Big Sean Featuring Drake,Blessings,14,2015-03-07
Drake,Know Yourself,15,2015-03-07
Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,16,2015-03-07
Drake,No Tellin',17,2015-03-07
Drake,6 God,18,2015-03-07
Drake Featuring Lil Wayne,Used To,19,2015-03-07
DeJ Loaf,Try Me,20,2015-03-07
Wale Featuring Jeremih,The Body,21,2015-03-07
Drake,Now & Forever,22,2015-03-07
Drake,6 Man,23,2015-03-07
B.o.B Featuring Trey Songz,Not For Long,24,2015-03-07
Common & John Legend,Glory,25,2015-03-07
Pitbull & Ne-Yo,Time Of Our Lives,1,2015-03-14
Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,2,2015-03-14
Fetty Wap,Trap Queen,3,2015-03-14
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,4,2015-03-14
Big Sean Featuring E-40,I Don't F**k With You,5,2015-03-14
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,6,2015-03-14
Big Sean Featuring Drake,Blessings,7,2015-03-14
Rae Sremmurd,No Type,8,2015-03-14
Drake,Energy,9,2015-03-14
O.T. Genasis,CoCo,10,2015-03-14
Common & John Legend,Glory,11,2015-03-14
Drake,Legend,12,2015-03-14
J. Cole,Apparently,13,2015-03-14
Nicki Minaj Featuring Beyonce,Feeling Myself,14,2015-03-14
Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,15,2015-03-14
Drake,10 Bands,16,2015-03-14
Drake,Know Yourself,17,2015-03-14
Big Sean Featuring Kanye West,All Your Fault,18,2015-03-14
B.o.B Featuring Trey Songz,Not For Long,19,2015-03-14
DeJ Loaf,Try Me,20,2015-03-14
Big Sean Featuring Kanye West & John Legend,One Man Can Change The World,21,2015-03-14
Big Sean,Watch Me,22,2015-03-14
Drake,Paradise,23,2015-03-14
Wale Featuring Jeremih,No Tellin',24,2015-03-14
Pitbull & Ne-Yo,Time Of Our Lives,1,2015-03-21
Fetty Wap,Trap Queen,2,2015-03-21
Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,3,2015-03-21
"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",All Day,4,2015-03-21
Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,5,2015-03-21
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,6,2015-03-21
Big Sean Featuring E-40,I Don't F**k With You,7,2015-03-21
Big Sean Featuring Drake,Blessings,8,2015-03-21
Rae Sremmurd,No Type,9,2015-03-21
Drake,Energy,10,2015-03-21
O.T. Genasis,CoCo,11,2015-03-21
Drake,Legend,12,2015-03-21
J. Cole,Apparently,13,2015-03-21
Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,14,2015-03-21
Drake,Know Yourself,15,2015-03-21
Nicki Minaj Featuring Beyonce,Feeling Myself,16,2015-03-21
Drake,10 Bands,17,2015-03-21
Silento,Watch Me,18,2015-03-21
Meek Mill,Monster,19,2015-03-21
B.o.B Featuring Trey Songz,Not For Long,20,2015-03-21
Kendrick Lamar,The Blacker The Berry,21,2015-03-21
Drake,No Tellin',22,2015-03-21
Big Sean Featuring Kanye West,All Your Fault,23,2015-03-21
Wale Featuring Jeremih,The Body,24,2015-03-21
Drake,6 God,25,2015-03-21
Pitbull & Ne-Yo,Time Of Our Lives,1,2015-03-28
Fetty Wap,Trap Queen,2,2015-03-28
