artist,track,position,date
Eminem,Rap God,8,2014-02-01
Drake,The Language,9,2014-02-01
Eminem,Berzerk,10,2014-02-01
J. Cole Featuring Amber Coffman & The Cults,She Knows,11,2014-02-01
Flo Rida,How I Feel,12,2014-02-01
Drake,Worst Behavior,13,2014-02-01
Eminem,Survival,14,2014-02-01
Future,Honest,15,2014-02-01
Lupe Fiasco Featuring Ed Sheeran,Old School Love,16,2014-02-01
Kanye West,Bound 2,17,2014-02-01
Future,Shhh...,18,2014-02-01
Young Dro,FDB,19,2014-02-01
Drake Featuring Jay Z,Pound Cake / Paris Morton Music 2,20,2014-02-01
Yo Gotti Featuring Rich Homie Quan,I Know,21,2014-02-01
Childish Gambino,V. 3005,22,2014-02-01
Kendrick Lamar Featuring MC Eiht,m.A.A.d City,23,2014-02-01
Drake Featuring Jhene Aiko,From Time,24,2014-02-01
Rick Ross Featuring JAY Z,The Devil Is A Lie,25,2014-02-01
Pitbull Featuring Ke$ha,Timber,1,2014-02-08
Eminem Featuring Rihanna,The Monster,2,2014-02-08
Kid Ink Featuring Chris Brown,Show Me,3,2014-02-08
Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,4,2014-02-08
YG Featuring Jeezy & Rich Homie Quan,My Hitta,5,2014-02-08
"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23,6,2014-02-08
Drake Featuring 2 Chainz & Big Sean,All Me,7,2014-02-08
Eminem,Rap God,8,2014-02-08
Drake,The Language,9,2014-02-08
ScHoolboy Q,Man Of The Year,10,2014-02-08
J. Cole Featuring Amber Coffman & The Cults,She Knows,11,2014-02-08
Drake,Worst Behavior,12,2014-02-08
Eminem,Survival,13,2014-02-08
Flo Rida,How I Feel,14,2014-02-08
Future,Honest,15,2014-02-08
ScHoolboy Q,Break The Bank,16,2014-02-08
Kendrick Lamar Featuring MC Eiht,m.A.A.d City,17,2014-02-08
Kanye West,Bound 2,18,2014-02-08
Drake Featuring Jhene Aiko,From Time,19,2014-02-08
Future,Shhh...,20,2014-02-08
Lupe Fiasco Featuring Ed Sheeran,Old School Love,21,2014-02-08
Drake Featuring Jay Z,Pound Cake / Paris Morton Music 2,22,2014-02-08
Que,OG Bobby Johnson,23,2014-02-08
Yo Gotti Featuring Rich Homie Quan,I Know,24,2014-02-08
Childish Gambino,V. 3005,25,2014-02-08
Pitbull Featuring Ke$ha,Timber,1,2014-02-15
Eminem Featuring Rihanna,The Monster,2,2014-02-15
Kid Ink Featuring Chris Brown,Show Me,3,2014-02-15
YG Featuring Jeezy & Rich Homie Quan,My Hitta,4,2014-02-15
Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,5,2014-02-15
"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23,6,2014-02-15
Drake Featuring 2 Chainz & Big Sean,All Me,7,2014-02-15
Eminem,Rap God,8,2014-02-15
Drake,The Language,9,2014-02-15
Kendrick Lamar Featuring MC Eiht,m.A.A.d City,10,2014-02-15
J. Cole Featuring Amber Coffman & The Cults,She Knows,11,2014-02-15
Drake,Worst Behavior,12,2014-02-15
ScHoolboy Q,Man Of The Year,13,2014-02-15
Que,OG Bobby Johnson,14,2014-02-15
Eminem,Survival,15,2014-02-15
Future,Shhh...,16,2014-02-15
Jay Z Featuring Beyonce,Part II (On The Run),17,2014-02-15
Rick Ross Featuring JAY Z,The Devil Is A Lie,18,2014-02-15
Drake Featuring Jay Z,Pound Cake / Paris Morton Music 2,19,2014-02-15
Childish Gambino,V. 3005,20,2014-02-15
Kanye West,Bound 2,21,2014-02-15
Drake Featuring Jhene Aiko,From Time,22,2014-02-15
Yo Gotti Featuring Rich Homie Quan,I Know,23,2014-02-15
Flo Rida,How I Feel,24,2014-02-15
KCamp Featuring Kwony Cash,Money Baby,25,2014-02-15
Pitbull Featuring Ke$ha,Timber,1,2014-02-22
Eminem Featuring Rihanna,The Monster,2,2014-02-22
Kid Ink Featuring Chris Brown,Show Me,3,2014-02-22
YG Featuring Jeezy & Rich Homie Quan,My Hitta,4,2014-02-22
Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,5,2014-02-22
"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23,6,2014-02-22
Drake Featuring 2 Chainz & Big Sean,All Me,7,2014-02-22
Eminem,Rap God,8,2014-02-22
Drake,The Language,9,2014-02-22
Drake,Worst Behavior,10,2014-02-22
J. Cole Featuring Amber Coffman & The Cults,She Knows,11,2014-02-22
ScHoolboy Q,Man Of The Year,12,2014-02-22
Kendrick Lamar Featuring MC Eiht,m.A.A.d City,13,2014-02-22
Que,OG Bobby Johnson,14,2014-02-22
Jay Z Featuring Beyonce,Part II (On The Run),15,2014-02-22
Young Thug,Stoner,16,2014-02-22
Rick Ross Featuring JAY Z,The Devil Is A Lie,17,2014-02-22
Future,Shhh...,18,2014-02-22
Eminem,Survival,19,2014-02-22
Yo Gotti Featuring Rich Homie Quan,I Know,20,2014-02-22
Childish Gambino,V. 3005,21,2014-02-22
Drake Featuring Jhene Aiko,From Time,22,2014-02-22
Drake Featuring Jay Z,Pound Cake / Paris Morton Music 2,23,2014-02-22
KCamp Featuring Kwony Cash,Money Baby,24,2014-02-22
"Ludacris Featuring Wiz Khalifa , Jeremih & Cashmere Cat",Party Girls,25,2014-02-22
Pitbull Featuring Ke$ha,Timber,1,2014-03-01
Eminem Featuring Rihanna,The Monster,2,2014-03-01
Kid Ink Featuring Chris Brown,Show Me,3,2014-03-01
YG Featuring Jeezy & Rich Homie Quan,My Hitta,4,2014-03-01
"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23,5,2014-03-01
Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,6,2014-03-01
Drake Featuring 2 Chainz & Big Sean,All Me,7,2014-03-01
Eminem,Rap God,8,2014-03-01
Drake,The Language,9,2014-03-01
Young Thug,Stoner,10,2014-03-01
Buck 22 Featuring Billy Ray Cyrus,Achy Breaky 2,11,2014-03-01
Drake,Worst Behavior,12,2014-03-01
Wiz Khalifa,We Dem Boyz,13,2014-03-01
ScHoolboy Q,Man Of The Year,14,2014-03-01
Jay Z Featuring Beyonce,Part II (On The Run),15,2014-03-01
Que,OG Bobby Johnson,16,2014-03-01
Kendrick Lamar Featuring MC Eiht,m.A.A.d City,17,2014-03-01
Rick Ross Featuring JAY Z,The Devil Is A Lie,18,2014-03-01
J. Cole Featuring Amber Coffman & The Cults,She Knows,19,2014-03-01
"Ludacris Featuring Wiz Khalifa , Jeremih & Cashmere Cat",Party Girls,20,2014-03-01
Future,Shhh...,21,2014-03-01
Eminem,Survival,22,2014-03-01
Childish Gambino,V. 3005,23,2014-03-01
Drake Featuring Jhene Aiko,From Time,24,2014-03-01
Yo Gotti Featuring Rich Homie Quan,I Know,25,2014-03-01
Pitbull Featuring Ke$ha,Timber,1,2014-03-08
Eminem Featuring Rihanna,The Monster,2,2014-03-08
Kid Ink Featuring Chris Brown,Show Me,3,2014-03-08
YG Featuring Jeezy & Rich Homie Quan,My Hitta,4,2014-03-08
"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23,5,2014-03-08
Drake Featuring 2 Chainz & Big Sean,All Me,6,2014-03-08
Eminem,Rap God,7,2014-03-08
Young Thug,Stoner,8,2014-03-08
Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,9,2014-03-08
Drake,The Language,10,2014-03-08
ScHoolboy Q,Man Of The Year,11,2014-03-08
Drake,Worst Behavior,12,2014-03-08
Jay Z Featuring Beyonce,Part II (On The Run),13,2014-03-08
QUE,OG Bobby Johnson,14,2014-03-08
Kendrick Lamar Featuring MC Eiht,m.A.A.d City,15,2014-03-08
J. Cole Featuring Amber Coffman & The Cults,She Knows,16,2014-03-08
Rick Ross Featuring JAY Z,The Devil Is A Lie,17,2014-03-08
Wiz Khalifa,We Dem Boyz,18,2014-03-08
Eminem Featuring Nate Ruess,Headlights,19,2014-03-08
We Are Toonz,Drop That #NaeNae,20,2014-03-08
KCamp Featuring Kwony Cash,Money Baby,21,2014-03-08
Far East Movement & Riff Raff,The Illest,22,2014-03-08
Eminem,Survival,23,2014-03-08
Childish Gambino,V. 3005,24,2014-03-08
Drake Featuring Jhene Aiko,From Time,25,2014-03-08
Pitbull Featuring Ke$ha,Timber,1,2014-03-15
Kid Ink Featuring Chris Brown,Show Me,2,2014-03-15
Eminem Featuring Rihanna,The Monster,3,2014-03-15
YG Featuring Jeezy & Rich Homie Quan,My Hitta,4,2014-03-15
"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23,5,2014-03-15
Young Thug,Stoner,6,2014-03-15
ScHoolboy Q,Man Of The Year,7,2014-03-15
Eminem,Rap God,8,2014-03-15
Drake Featuring 2 Chainz & Big Sean,All Me,9,2014-03-15
Drake,The Language,10,2014-03-15
Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,11,2014-03-15
Pitbull Featuring G.R.L.,Wild Wild Love,12,2014-03-15
Jay Z Featuring Beyonce,Part II (On The Run),13,2014-03-15
Young Money Featuring Drake,Trophies,14,2014-03-15
QUE,OG Bobby Johnson,15,2014-03-15
Eminem Featuring Nate Ruess,Headlights,16,2014-03-15
Young Money Featuring Nicki Minaj,Lookin Ass,17,2014-03-15
Kendrick Lamar Featuring MC Eiht,m.A.A.d City,18,2014-03-15
ScHoolboy Q,Break The Bank,19,2014-03-15
YG Featuring Drake,Who Do You Love?,20,2014-03-15
We Are Toonz,Drop That #NaeNae,21,2014-03-15
KCamp Featuring Kwony Cash,Money Baby,22,2014-03-15
J. Cole Featuring Amber Coffman & The Cults,She Knows,23,2014-03-15
"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",Feelin' Myself,24,2014-03-15
Childish Gambino,V. 3005,25,2014-03-15
Pitbull Featuring Ke$ha,Timber,1,2014-03-22
Kid Ink Featuring Chris Brown,Show Me,2,2014-03-22
Eminem Featuring Rihanna,The Monster,3,2014-03-22
YG Featuring Jeezy & Rich Homie Quan,My Hitta,4,2014-03-22
Young Thug,Stoner,5,2014-03-22
"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23,6,2014-03-22
ScHoolboy Q,Man Of The Year,7,2014-03-22
Eminem,Rap God,8,2014-03-22
Drake Featuring 2 Chainz & Big Sean,All Me,9,2014-03-22
Young Money Featuring Drake,Trophies,10,2014-03-22
Rick Ross Featuring Kanye West & Big Sean,Sanctified,11,2014-03-22
Jay Z Featuring Beyonce,Part II (On The Run),12,2014-03-22
Pitbull Featuring G.R.L.,Wild Wild Love,13,2014-03-22
Drake,The Language,14,2014-03-22
Rick Ross Featuring JAY Z,The Devil Is A Lie,15,2014-03-22
Iggy Azalea Featuring Charli XCX,Fancy,16,2014-03-22
Eminem Featuring Nate Ruess,Headlights,17,2014-03-22
YG Featuring Drake,Who Do You Love?,18,2014-03-22
Young Money Featuring Nicki Minaj,Lookin Ass,19,2014-03-22
"Future Featuring Pharrell, Pusha T & Casino",Move That Doh,20,2014-03-22
QUE,OG Bobby Johnson,21,2014-03-22
Rick Ross Featuring French Montana,Nobody,22,2014-03-22
Kendrick Lamar Featuring MC Eiht,m.A.A.d City,23,2014-03-22
"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",Feelin' Myself,24,2014-03-22
B.o.B Featuring Priscilla,John Doe,25,2014-03-22
Pitbull Featuring Ke$ha,Timber,1,2014-03-29
Kid Ink Featuring Chris Brown,Show Me,2,2014-03-29
Eminem Featuring Rihanna,The Monster,3,2014-03-29
YG Featuring Jeezy & Rich Homie Quan,My Hitta,4,2014-03-29
Young Thug,Stoner,5,2014-03-29
Young Money Featuring Drake,Trophies,6,2014-03-29
ScHoolboy Q,Man Of The Year,7,2014-03-29
Eminem,Rap God,8,2014-03-29
Jay Z Featuring Beyonce,Part II (On The Run),9,2014-03-29
YG Featuring Drake,Who Do You Love?,10,2014-03-29
Drake Featuring 2 Chainz & Big Sean,All Me,11,2014-03-29
Eminem Featuring Nate Ruess,Headlights,12,2014-03-29
Pitbull Featuring G.R.L.,Wild Wild Love,13,2014-03-29
Iggy Azalea Featuring Charli XCX,Fancy,14,2014-03-29
"Future Featuring Pharrell, Pusha T & Casino",Move That Doh,15,2014-03-29
Young Money Featuring Nicki Minaj,Lookin Ass,16,2014-03-29
Wisin Featuring Jennifer Lopez & Ricky Martin,Adrenalina,17,2014-03-29
"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",Feelin' Myself,18,2014-03-29
Rick Ross Featuring JAY Z,The Devil Is A Lie,19,2014-03-29
B.o.B Featuring Priscilla,John Doe,20,2014-03-29
Rick Ross Featuring Kanye West & Big Sean,Sanctified,21,2014-03-29
QUE,OG Bobby Johnson,22,2014-03-29
KCamp Featuring Kwony Cash,Money Baby,23,2014-03-29
Snootie Wild Featuring Yo Gotti,Yayo,24,2014-03-29
Kendrick Lamar Featuring MC Eiht,m.A.A.d City,25,2014-03-29
Pitbull Featuring Ke$ha,Timber,1,2014-04-05
Kid Ink Featuring Chris Brown,Show Me,2,2014-04-05
Eminem Featuring Rihanna,The Monster,3,2014-04-05
YG Featuring Jeezy & Rich Homie Quan,My Hitta,4,2014-04-05
Young Thug,Stoner,5,2014-04-05
YG Featuring Drake,Who Do You Love?,6,2014-04-05
Young Money Featuring Drake,Trophies,7,2014-04-05
ScHoolboy Q,Man Of The Year,8,2014-04-05
Eminem,Rap God,9,2014-04-05
Eminem Featuring Nate Ruess,Headlights,10,2014-04-05
Jay Z Featuring Beyonce,Part II (On The Run),11,2014-04-05
Iggy Azalea Featuring Charli XCX,Fancy,12,2014-04-05
Drake Featuring 2 Chainz & Big Sean,All Me,13,2014-04-05
Pitbull Featuring G.R.L.,Wild Wild Love,14,2014-04-05
"Future Featuring Pharrell, Pusha T & Casino",Move That Doh,15,2014-04-05
B.o.B Featuring Priscilla,John Doe,16,2014-04-05
"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",Feelin' Myself,17,2014-04-05
Lil' Boosie & Webbie Featuring Kiara,Show Da World,18,2014-04-05
Young Money Featuring Nicki Minaj,Lookin Ass,19,2014-04-05
Wisin Featuring Jennifer Lopez & Ricky Martin,Adrenalina,20,2014-04-05
Rick Ross Featuring JAY Z,The Devil Is A Lie,21,2014-04-05
KCamp Featuring 2 Chainz,Cut Her Off,22,2014-04-05
Snootie Wild Featuring Yo Gotti,Yayo,23,2014-04-05
KCamp Featuring Kwony Cash,Money Baby,24,2014-04-05
QUE,OG Bobby Johnson,25,2014-04-05
Pitbull Featuring Ke$ha,Timber,1,2014-04-12
Kid Ink Featuring Chris Brown,Show Me,2,2014-04-12
Eminem Featuring Rihanna,The Monster,3,2014-04-12
YG Featuring Jeezy & Rich Homie Quan,My Hitta,4,2014-04-12
Young Thug,Stoner,5,2014-04-12
YG Featuring Drake,Who Do You Love?,6,2014-04-12
Young Money Featuring Drake,Trophies,7,2014-04-12
ScHoolboy Q,Man Of The Year,8,2014-04-12
Eminem,Rap God,9,2014-04-12
Iggy Azalea Featuring Charli XCX,Fancy,10,2014-04-12
Eminem Featuring Nate Ruess,Headlights,11,2014-04-12
"Future Featuring Pharrell, Pusha T & Casino",Move That Doh,12,2014-04-12
Jay Z Featuring Beyonce,Part II (On The Run),13,2014-04-12
Pitbull Featuring G.R.L.,Wild Wild Love,14,2014-04-12
B.o.B Featuring Priscilla,John Doe,15,2014-04-12
"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",Feelin' Myself,16,2014-04-12
Lil' Boosie & Webbie Featuring Kiara,Show Da World,17,2014-04-12
KCamp Featuring 2 Chainz,Cut Her Off,18,2014-04-12
Far East Movement & Riff Raff,The Illest,19,2014-04-12
50 Cent,Pilot,20,2014-04-12
Snootie Wild Featuring Yo Gotti,Yayo,21,2014-04-12
KCamp Featuring Kwony Cash,Money Baby,22,2014-04-12
Wisin Featuring Jennifer Lopez & Ricky Martin,Adrenalina,23,2014-04-12
Young Money Featuring Nicki Minaj,Lookin Ass,24,2014-04-12
QUE.,OG Bobby Johnson,25,2014-04-12
Pitbull Featuring Ke$ha,Timber,1,2014-04-19
Kid Ink Featuring Chris Brown,Show Me,2,2014-04-19
Eminem Featuring Rihanna,The Monster,3,2014-04-19
Young Thug,Stoner,4,2014-04-19
Young Money Featuring Drake,Trophies,5,2014-04-19
Iggy Azalea Featuring Charli XCX,Fancy,6,2014-04-19
Pitbull Featuring G.R.L.,Wild Wild Love,7,2014-04-19
YG Featuring Drake,Who Do You Love?,8,2014-04-19
"Future Featuring Pharrell, Pusha T & Casino",Move That Doh,9,2014-04-19
ScHoolboy Q,Man Of The Year,10,2014-04-19
Eminem Featuring Nate Ruess,Headlights,11,2014-04-19
B.o.B Featuring Priscilla,John Doe,12,2014-04-19
Eminem,Rap God,13,2014-04-19
Jay Z Featuring Beyonce,Part II (On The Run),14,2014-04-19
"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",Feelin' Myself,15,2014-04-19
KCamp Featuring 2 Chainz,Cut Her Off,16,2014-04-19
Lil' Boosie & Webbie Featuring Kiara,Show Da World,17,2014-04-19
Far East Movement & Riff Raff,The Illest,18,2014-04-19
Snootie Wild Featuring Yo Gotti,Yayo,19,2014-04-19
Wisin Featuring Jennifer Lopez & Ricky Martin,Adrenalina,20,2014-04-19
Young Money Featuring Nicki Minaj,Lookin Ass,21,2014-04-19
KCamp Featuring Kwony Cash,Money Baby,22,2014-04-19
Kid Ink Featuring Chris Brown,Main Chick,23,2014-04-19
Childish Gambino,V. 3005,24,2014-04-19
Rich Homie Quan Featuring Problem,Walk Thru,25,2014-04-19
Pitbull Featuring Ke$ha,Timber,1,2014-04-26
Kid Ink Featuring Chris Brown,Show Me,2,2014-04-26
Eminem Featuring Rihanna,The Monster,3,2014-04-26
Iggy Azalea Featuring Charli XCX,Fancy,4,2014-04-26
Young Money Featuring Drake,Trophies,5,2014-04-26
Pitbull Featuring G.R.L.,Wild Wild Love,6,2014-04-26
"Future Featuring Pharrell, Pusha T & Casino",Move That Doh,7,2014-04-26
Young Thug,Stoner,8,2014-04-26
YG Featuring Drake,Who Do You Love?,9,2014-04-26
ScHoolboy Q,Man Of The Year,10,2014-04-26
B.o.B Featuring Priscilla,John Doe,11,2014-04-26
Eminem Featuring Nate Ruess,Headlights,12,2014-04-26
Eminem,Rap God,13,2014-04-26
Jay Z Featuring Beyonce,Part II (On The Run),14,2014-04-26
KCamp Featuring 2 Chainz,Cut Her Off,15,2014-04-26
"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",Feelin' Myself,16,2014-04-26
Lil' Boosie & Webbie Featuring Kiara,Show Da World,17,2014-04-26
Future Featuring Kanye West,I Won,18,2014-04-26
Snootie Wild Featuring Yo Gotti,Yayo,19,2014-04-26
KCamp Featuring Kwony Cash,Money Baby,20,2014-04-26
Kid Ink Featuring Chris Brown,Main Chick,21,2014-04-26
Wisin Featuring Jennifer Lopez & Ricky Martin,Adrenalina,22,2014-04-26
Young Money Featuring Nicki Minaj,Lookin Ass,23,2014-04-26
Childish Gambino,V. 3005,24,2014-04-26
Rich Homie Quan Featuring Problem,Walk Thru,25,2014-04-26
Iggy Azalea Featuring Charli XCX,Fancy,1,2014-05-03
Pitbull Featuring Ke$ha,Timber,2,2014-05-03
Kid Ink Featuring Chris Brown,Show Me,3,2014-05-03
Eminem Featuring Rihanna,The Monster,4,2014-05-03
Pitbull Featuring G.R.L.,Wild Wild Love,5,2014-05-03
Young Money Featuring Drake,Trophies,6,2014-05-03
"Future Featuring Pharrell, Pusha T & Casino",Move That Doh,7,2014-05-03
Young Thug,Stoner,8,2014-05-03
YG Featuring Drake,Who Do You Love?,9,2014-05-03
B.o.B Featuring Priscilla,John Doe,10,2014-05-03
ScHoolboy Q,Man Of The Year,11,2014-05-03
Eminem Featuring Nate Ruess,Headlights,12,2014-05-03
Jay Z Featuring Beyonce,Part II (On The Run),13,2014-05-03
KCamp Featuring 2 Chainz,Cut Her Off,14,2014-05-03
Wiz Khalifa,We Dem Boyz,15,2014-05-03
"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",Feelin' Myself,16,2014-05-03
Lil' Boosie & Webbie Featuring Kiara,Show Da World,17,2014-05-03
Future Featuring Kanye West,I Won,18,2014-05-03
Kid Ink Featuring Chris Brown,Main Chick,19,2014-05-03
Snootie Wild Featuring Yo Gotti,Yayo,20,2014-05-03
Childish Gambino,V. 3005,21,2014-05-03
Childish Gambino,IV. Sweatpants,22,2014-05-03
KCamp Featuring Kwony Cash,Money Baby,23,2014-05-03
"Tech N9ne Featuring Kendrick Lamar, MAYDAY! & Kendall Morgan",Fragile,24,2014-05-03
"Ludacris Featuring Wiz Khalifa , Jeremih & Cashmere Cat",Party Girls,25,2014-05-03
Iggy Azalea Featuring Charli XCX,Fancy,1,2014-05-10
Pitbull Featuring Ke$ha,Timber,2,2014-05-10
Kid Ink Featuring Chris Brown,Show Me,3,2014-05-10
Pitbull Featuring G.R.L.,Wild Wild Love,4,2014-05-10
Eminem Featuring Rihanna,The Monster,5,2014-05-10
Young Money Featuring Drake,Trophies,6,2014-05-10
"Future Featuring Pharrell, Pusha T & Casino",Move That Doh,7,2014-05-10
Young Thug,Stoner,8,2014-05-10
YG Featuring Drake,Who Do You Love?,9,2014-05-10
ScHoolboy Q,Man Of The Year,10,2014-05-10
B.o.B Featuring Priscilla,John Doe,11,2014-05-10
Jay Z Featuring Beyonce,Part II (On The Run),12,2014-05-10
KCamp Featuring 2 Chainz,Cut Her Off,13,2014-05-10
Eminem Featuring Nate Ruess,Headlights,14,2014-05-10
Wiz Khalifa,We Dem Boyz,15,2014-05-10
"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",Feelin' Myself,16,2014-05-10
Future Featuring Kanye West,I Won,17,2014-05-10
Kid Ink Featuring Chris Brown,Main Chick,18,2014-05-10
Snootie Wild Featuring Yo Gotti,Yayo,19,2014-05-10
Lil' Boosie & Webbie Featuring Kiara,Show Da World,20,2014-05-10
Childish Gambino,V. 3005,21,2014-05-10
KCamp Featuring Kwony Cash,Money Baby,22,2014-05-10
"Tech N9ne Featuring Kendrick Lamar, MAYDAY! & Kendall Morgan",Fragile,23,2014-05-10
Rich Homie Quan Featuring Problem,Walk Thru,24,2014-05-10
Rick Ross Featuring Lil Wayne,Thug Cry,25,2014-05-10
Iggy Azalea Featuring Charli XCX,Fancy,1,2014-05-17
Pitbull Featuring Ke$ha,Timber,2,2014-05-17
Pitbull Featuring G.R.L.,Wild Wild Love,3,2014-05-17
Kid Ink Featuring Chris Brown,Show Me,4,2014-05-17
Eminem Featuring Rihanna,The Monster,5,2014-05-17
"Future Featuring Pharrell, Pusha T & Casino",Move That Doh,6,2014-05-17
Young Money Featuring Drake,Trophies,7,2014-05-17
YG Featuring Drake,Who Do You Love?,8,2014-05-17
Young Thug,Stoner,9,2014-05-17
Jay Z Featuring Beyonce,Part II (On The Run),10,2014-05-17
ScHoolboy Q,Man Of The Year,11,2014-05-17
KCamp Featuring 2 Chainz,Cut Her Off,12,2014-05-17
"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",All I Do Is Win,13,2014-05-17
Iggy Azalea,Work,14,2014-05-17
Wiz Khalifa,We Dem Boyz,15,2014-05-17
B.o.B Featuring Priscilla,John Doe,16,2014-05-17
Future Featuring Kanye West,I Won,17,2014-05-17
Kid Ink Featuring Chris Brown,Main Chick,18,2014-05-17
Eminem Featuring Nate Ruess,Headlights,19,2014-05-17
"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",Feelin' Myself,20,2014-05-17
Childish Gambino,V. 3005,21,2014-05-17
Snootie Wild Featuring Yo Gotti,Yayo,22,2014-05-17
Yo Gotti Featuring Rich Homie Quan,I Know,23,2014-05-17
Lil' Boosie & Webbie Featuring Kiara,Show Da World,24,2014-05-17
"Ludacris Featuring Wiz Khalifa , Jeremih & Cashmere Cat",Party Girls,25,2014-05-17
Iggy Azalea Featuring Charli XCX,Fancy,1,2014-05-24
Pitbull Featuring Ke$ha,Timber,2,2014-05-24
Pitbull Featuring G.R.L.,Wild Wild Love,3,2014-05-24
Kid Ink Featuring Chris Brown,Show Me,4,2014-05-24
Eminem Featuring Rihanna,The Monster,5,2014-05-24
"Future Featuring Pharrell, Pusha T & Casino",Move That Doh,6,2014-05-24
Young Money Featuring Drake,Trophies,7,2014-05-24
YG Featuring Drake,Who Do You Love?,8,2014-05-24
Young Thug,Stoner,9,2014-05-24
KCamp Featuring 2 Chainz,Cut Her Off,10,2014-05-24
Wiz Khalifa,We Dem Boyz,11,2014-05-24
Iggy Azalea,Work,12,2014-05-24
Jay Z Featuring Beyonce,Part II (On The Run),13,2014-05-24
ScHoolboy Q,Man Of The Year,14,2014-05-24
Kid Ink Featuring Chris Brown,Main Chick,15,2014-05-24
Future Featuring Kanye West,I Won,16,2014-05-24
"DJ Khaled Featuring Jay Z, Meek Mill, Rick Ross & French Montana",They Don't Love U No More,17,2014-05-24
Childish Gambino,V. 3005,18,2014-05-24
Snootie Wild Featuring Yo Gotti,Yayo,19,2014-05-24
"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",Feelin' Myself,20,2014-05-24
Yo Gotti Featuring Rich Homie Quan,I Know,21,2014-05-24
Eminem Featuring Nate Ruess,Headlights,22,2014-05-24
B.o.B Featuring Priscilla,John Doe,23,2014-05-24
Rick Ross Featuring Lil Wayne,Thug Cry,24,2014-05-24
KCamp Featuring Kwony Cash,Money Baby,25,2014-05-24
Iggy Azalea Featuring Charli XCX,Fancy,1,2014-05-31
Pitbull Featuring G.R.L.,Wild Wild Love,2,2014-05-31
Pitbull Featuring Ke$ha,Timber,3,2014-05-31
Kid Ink Featuring Chris Brown,Show Me,4,2014-05-31
Eminem Featuring Nate Ruess,Headlights,5,2014-05-31
Eminem Featuring Rihanna,The Monster,6,2014-05-31
"Future Featuring Pharrell, Pusha T & Casino",Move That Doh,7,2014-05-31
Young Money Featuring Drake,Trophies,8,2014-05-31
YG Featuring Drake,Who Do You Love?,9,2014-05-31
KCamp Featuring 2 Chainz,Cut Her Off,10,2014-05-31
Young Thug,Stoner,11,2014-05-31
Iggy Azalea,Work,12,2014-05-31
Wiz Khalifa,We Dem Boyz,13,2014-05-31
Jay Z Featuring Beyonce,Part II (On The Run),14,2014-05-31
Kid Ink Featuring Chris Brown,Main Chick,15,2014-05-31
Future Featuring Kanye West,I Won,16,2014-05-31
ScHoolboy Q,Man Of The Year,17,2014-05-31
Childish Gambino,V. 3005,18,2014-05-31
Yo Gotti Featuring Rich Homie Quan,I Know,19,2014-05-31
Snootie Wild Featuring Yo Gotti,Yayo,20,2014-05-31
"DJ Khaled Featuring Jay Z, Meek Mill, Rick Ross & French Montana",They Don't Love U No More,21,2014-05-31
ScHoolboy Q Featuring BJ The Chicago Kid,Studio,22,2014-05-31
"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",Feelin' Myself,23,2014-05-31
KCamp Featuring Kwony Cash,Money Baby,24,2014-05-31
We Are Toonz,Drop That #NaeNae,25,2014-05-31
Iggy Azalea Featuring Charli XCX,Fancy,1,2014-06-07
Pitbull Featuring Ke$ha,Timber,2,2014-06-07
Pitbull Featuring G.R.L.,Wild Wild Love,3,2014-06-07
Kid Ink Featuring Chris Brown,Show Me,4,2014-06-07
