artist,track,position,date
Lil Bow Wow,Bow Wow (That's My Name),20,2000-12-02
Funkmaster Flex Featuring DMX,Do You,21,2000-12-02
Too $hort,You Nasty,22,2000-12-02
Kane & Abel Featuring PNC And 5th Ward Weebie,Shake It Like A Dog,23,2000-12-02
Lil' Kim Featuring Sisqo,How Many Licks?,24,2000-12-02
Ja Rule,6 Feet Underground,25,2000-12-02
Snoop Dogg Presents Doggys Angels Featuring LaToya,Baby If You're Ready,1,2000-12-09
Master P,Souljas,2,2000-12-09
Slimm Calhoun Featuring Andre 3000,It's OK,3,2000-12-09
Freddie Foxxx Bumpy Knuckles,R.N.S.,4,2000-12-09
Silkk The Shocker Featuring Master P And Mac,He Did That,5,2000-12-09
Philly's Most Wanted,Cross The Border,6,2000-12-09
Jay-Z,I Just Wanna Love U (Give It 2 Me),7,2000-12-09
Wyclef Jean Featuring Mary J. Blige,911,8,2000-12-09
Lil Bow Wow Featuring Xscape,Bounce With Me,9,2000-12-09
Smut Peddlers,That Smut,10,2000-12-09
Lil' Kim Featuring Sisqo,How Many Licks?,11,2000-12-09
Suicide,Big Doe,12,2000-12-09
Jurassic 5,W.O.E. Is Me (World Of Entertainment),13,2000-12-09
Ludacris Featuring Shawnna,What's Your Fantasy,14,2000-12-09
Kane & Abel Featuring PNC And 5th Ward Weebie,Shake It Like A Dog,15,2000-12-09
Talib Kweli & Hi-Tek,Move Somethin',16,2000-12-09
Sylk-E. Fyne Featuring Snoop Dogg & Bizzy Bone,Ya Style,17,2000-12-09
X-Con,WHOA! Lil' Mama...,18,2000-12-09
Prodigy,Keep It Thoro,19,2000-12-09
Method Man,Even If,20,2000-12-09
Wu-Tang Clan,Protect Ya Neck (The Jump Off),21,2000-12-09
Mystikal,Shake Ya Ass,22,2000-12-09
Lil' Zane Featuring 112,Callin' Me,23,2000-12-09
Funkmaster Flex Featuring DMX,Do You,24,2000-12-09
Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Where I Wanna Be,25,2000-12-09
Snoop Dogg Presents Doggys Angels Featuring LaToya,Baby If You're Ready,1,2000-12-16
Freddie Foxxx Bumpy Knuckles,R.N.S.,2,2000-12-16
Philly's Most Wanted,Cross The Border,3,2000-12-16
Master P,Souljas,4,2000-12-16
Slimm Calhoun Featuring Andre 3000,It's OK,5,2000-12-16
Suicide,Big Doe,6,2000-12-16
Silkk The Shocker Featuring Master P And Mac,He Did That,7,2000-12-16
Sunni Black Featuring Mother Superia,No! No! No!,8,2000-12-16
Jurassic 5,W.O.E. Is Me (World Of Entertainment),9,2000-12-16
D12,$#!* On You,10,2000-12-16
Smut Peddlers,That Smut,11,2000-12-16
Lil Bow Wow Featuring Xscape,Bounce With Me,12,2000-12-16
Memphis Bleek Featuring Jay-Z & Missy Elliott,Is That Your Chick,13,2000-12-16
Jay-Z,I Just Wanna Love U (Give It 2 Me),14,2000-12-16
Wyclef Jean Featuring Mary J. Blige,911,15,2000-12-16
Jahari,Come Ride With Me,16,2000-12-16
X-Con,WHOA! Lil' Mama...,17,2000-12-16
Talib Kweli & Hi-Tek,Move Somethin',18,2000-12-16
"DJ Hurricane With Xzibit, Big Gipp and Pharoahe Monch",Connect,19,2000-12-16
Kane & Abel Featuring PNC And 5th Ward Weebie,Shake It Like A Dog,20,2000-12-16
Lil' Kim Featuring Sisqo,How Many Licks?,21,2000-12-16
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,22,2000-12-16
Midwest Mafia Featuring Phatty Banks,So Flossy,23,2000-12-16
"Green Eyez Featuring B-Brazy, Redrum, Squeak Ru, Big Wy",Ghetto Star,24,2000-12-16
Ludacris Featuring Shawnna,What's Your Fantasy,25,2000-12-16
Snoop Dogg Presents Doggys Angels Featuring LaToya,Baby If You're Ready,1,2000-12-23
Mos Def & Pharoahe Monch Featuring Nate Dogg,Oh No,2,2000-12-23
D12,$#!* On You,3,2000-12-23
Freddie Foxxx Bumpy Knuckles,R.N.S.,4,2000-12-23
Master P,Souljas,5,2000-12-23
Philly's Most Wanted,Cross The Border,6,2000-12-23
Memphis Bleek Featuring Jay-Z & Missy Elliott,Is That Your Chick,7,2000-12-23
Suicide,Big Doe,8,2000-12-23
Silkk The Shocker Featuring Master P And Mac,He Did That,9,2000-12-23
Darkside Ballaz Featuring Twista,Peace Of Mind,10,2000-12-23
Jurassic 5,W.O.E. Is Me (World Of Entertainment),11,2000-12-23
Slimm Calhoun Featuring Andre 3000,It's OK,12,2000-12-23
Smut Peddlers,That Smut,13,2000-12-23
Jay-Z,I Just Wanna Love U (Give It 2 Me),14,2000-12-23
Sunni Black Featuring Mother Superia,No! No! No!,15,2000-12-23
Lil Bow Wow Featuring Xscape,Bounce With Me,16,2000-12-23
Jahari,Come Ride With Me,17,2000-12-23
De La Soul Featuring Chaka Khan,All Good?,18,2000-12-23
Wyclef Jean Featuring Mary J. Blige,911,19,2000-12-23
Wu-Tang Clan,Gravel Pit,20,2000-12-23
Talib Kweli & Hi-Tek,Move Somethin',21,2000-12-23
Midwest Mafia Featuring Phatty Banks,So Flossy,22,2000-12-23
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,23,2000-12-23
Kane & Abel Featuring PNC And 5th Ward Weebie,Shake It Like A Dog,24,2000-12-23
"Green Eyez Featuring B-Brazy, Redrum, Squeak Ru, Big Wy",Ghetto Star,25,2000-12-23
Snoop Dogg Presents Doggys Angels Featuring LaToya,Baby If You're Ready,1,2000-12-30
Mos Def & Pharoahe Monch Featuring Nate Dogg,Oh No,2,2000-12-30
Mystikal Featuring Nivea,Danger (Been So Long),3,2000-12-30
Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Where I Wanna Be,4,2000-12-30
D12,$#!* On You,5,2000-12-30
Freddie Foxxx Bumpy Knuckles,R.N.S.,6,2000-12-30
Silkk The Shocker Featuring Master P And Mac,He Did That,7,2000-12-30
Memphis Bleek Featuring Jay-Z & Missy Elliott,Is That Your Chick,8,2000-12-30
Philly's Most Wanted,Cross The Border,9,2000-12-30
De La Soul Featuring Chaka Khan,All Good?,10,2000-12-30
Master P,Souljas,11,2000-12-30
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,12,2000-12-30
Jay-Z,I Just Wanna Love U (Give It 2 Me),13,2000-12-30
Lil Bow Wow Featuring Xscape,Bounce With Me,14,2000-12-30
Ja Rule Featuring Lil' Mo & Vita,Put It On Me,15,2000-12-30
Suicide,Big Doe,16,2000-12-30
Jahari,Come Ride With Me,17,2000-12-30
Talib Kweli & Hi-Tek,Move Somethin',18,2000-12-30
Smut Peddlers,That Smut,19,2000-12-30
Jurassic 5,W.O.E. Is Me (World Of Entertainment),20,2000-12-30
Legend,You Don't Hear Me Though,21,2000-12-30
Midwest Mafia Featuring Phatty Banks,So Flossy,22,2000-12-30
Darkside Ballaz Featuring Twista,Peace Of Mind,23,2000-12-30
Slimm Calhoun Featuring Andre 3000,It's OK,24,2000-12-30
Lil' Zane Featuring 112,Callin' Me,25,2000-12-30
Snoop Dogg Presents Doggys Angels Featuring LaToya,Baby If You're Ready,1,2001-01-06
Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Where I Wanna Be,2,2001-01-06
Silkk The Shocker Featuring Master P And Mac,He Did That,3,2001-01-06
Philly's Most Wanted,Cross The Border,4,2001-01-06
Mystikal Featuring Nivea,Danger (Been So Long),5,2001-01-06
Master P,Souljas,6,2001-01-06
Mos Def & Pharoahe Monch Featuring Nate Dogg,Oh No,7,2001-01-06
Lil Bow Wow Featuring Xscape,Bounce With Me,8,2001-01-06
De La Soul Featuring Chaka Khan,All Good?,9,2001-01-06
D12,$#!* On You,10,2001-01-06
Freddie Foxxx Bumpy Knuckles,R.N.S.,11,2001-01-06
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,12,2001-01-06
Jay-Z,I Just Wanna Love U (Give It 2 Me),13,2001-01-06
Memphis Bleek Featuring Jay-Z & Missy Elliott,Is That Your Chick,14,2001-01-06
Suicide,Big Doe,15,2001-01-06
Ja Rule Featuring Lil' Mo & Vita,Put It On Me,16,2001-01-06
Jahari,Come Ride With Me,17,2001-01-06
Slimm Calhoun Featuring Andre 3000,It's OK,18,2001-01-06
Talib Kweli & Hi-Tek,Move Somethin',19,2001-01-06
Kane & Abel Featuring PNC And 5th Ward Weebie,Shake It Like A Dog,20,2001-01-06
Jurassic 5,W.O.E. Is Me (World Of Entertainment),21,2001-01-06
Smut Peddlers,That Smut,22,2001-01-06
Darkside Ballaz Featuring Twista,Peace Of Mind,23,2001-01-06
Major Figgas,Yeah That's Us,24,2001-01-06
QB Finest,Da Bridge 2001,25,2001-01-06
Snoop Dogg Presents Doggys Angels Featuring LaToya,Baby If You're Ready,1,2001-01-13
Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Where I Wanna Be,2,2001-01-13
Silkk The Shocker Featuring Master P And Mac,He Did That,3,2001-01-13
Master P,Souljas,4,2001-01-13
Philly's Most Wanted,Cross The Border,5,2001-01-13
Freddie Foxxx Bumpy Knuckles,R.N.S.,6,2001-01-13
D12,$#!* On You,7,2001-01-13
Mos Def & Pharoahe Monch Featuring Nate Dogg,Oh No,8,2001-01-13
Mystikal Featuring Nivea,Danger (Been So Long),9,2001-01-13
De La Soul Featuring Chaka Khan,All Good?,10,2001-01-13
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,11,2001-01-13
Ja Rule Featuring Lil' Mo & Vita,Put It On Me,12,2001-01-13
Slimm Calhoun Featuring Andre 3000,It's OK,13,2001-01-13
Talib Kweli & Hi-Tek,Move Somethin',14,2001-01-13
Memphis Bleek Featuring Jay-Z & Missy Elliott,Is That Your Chick,15,2001-01-13
Lil Bow Wow Featuring Xscape,Bounce With Me,16,2001-01-13
Kane & Abel Featuring PNC And 5th Ward Weebie,Shake It Like A Dog,17,2001-01-13
Sunni Black Featuring Mother Superia,No! No! No!,18,2001-01-13
Lil' Zane Featuring 112,Callin' Me,19,2001-01-13
Wu-Tang Clan,Gravel Pit,20,2001-01-13
Ludacris,Southern Hospitality,21,2001-01-13
Suicide,Big Doe,22,2001-01-13
Jay-Z,I Just Wanna Love U (Give It 2 Me),23,2001-01-13
Darkside Ballaz Featuring Twista,Peace Of Mind,24,2001-01-13
Jurassic 5,W.O.E. Is Me (World Of Entertainment),25,2001-01-13
Mos Def & Pharoahe Monch Featuring Nate Dogg,Oh No,1,2001-01-20
D12,$#!* On You,2,2001-01-20
Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Where I Wanna Be,3,2001-01-20
Snoop Dogg Presents Doggys Angels Featuring LaToya,Baby If You're Ready,4,2001-01-20
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,5,2001-01-20
De La Soul Featuring Chaka Khan,All Good?,6,2001-01-20
Suicide,Big Doe,7,2001-01-20
Philly's Most Wanted,Cross The Border,8,2001-01-20
Freddie Foxxx Bumpy Knuckles,R.N.S.,9,2001-01-20
Mystikal Featuring Nivea,Danger (Been So Long),10,2001-01-20
Smut Peddlers,That Smut,11,2001-01-20
Darkside Ballaz Featuring Twista,Peace Of Mind,12,2001-01-20
Sunni Black Featuring Mother Superia,No! No! No!,13,2001-01-20
Jahari,Come Ride With Me,14,2001-01-20
Silkk The Shocker Featuring Master P And Mac,He Did That,15,2001-01-20
Ja Rule Featuring Lil' Mo & Vita,Put It On Me,16,2001-01-20
Jurassic 5,W.O.E. Is Me (World Of Entertainment),17,2001-01-20
Ludacris,Southern Hospitality,18,2001-01-20
Master P,Souljas,19,2001-01-20
Memphis Bleek Featuring Jay-Z & Missy Elliott,Is That Your Chick,20,2001-01-20
Midwest Mafia Featuring Phatty Banks,So Flossy,21,2001-01-20
4th Avenue Jones',R.E.S.P.E.C.T.,22,2001-01-20
Black Miss,Loud And Clear,23,2001-01-20
Jay-Z,I Just Wanna Love U (Give It 2 Me),24,2001-01-20
Talib Kweli & Hi-Tek,Move Somethin',25,2001-01-20
Snoop Dogg Presents Doggys Angels Featuring LaToya,Baby If You're Ready,1,2001-01-27
Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Where I Wanna Be,2,2001-01-27
Mos Def & Pharoahe Monch Featuring Nate Dogg,Oh No,3,2001-01-27
Philly's Most Wanted,Cross The Border,4,2001-01-27
Ludacris,Southern Hospitality,5,2001-01-27
De La Soul Featuring Chaka Khan,All Good?,6,2001-01-27
D12,$#!* On You,7,2001-01-27
OutKast,Ms. Jackson,8,2001-01-27
Mystikal Featuring Nivea,Danger (Been So Long),9,2001-01-27
"Jay-Z, Beanie Sigel And Memphis Bleek",Change The Game,10,2001-01-27
Cage,Suicidal Failure,11,2001-01-27
Ja Rule Featuring Lil' Mo & Vita,Put It On Me,12,2001-01-27
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,13,2001-01-27
Silkk The Shocker Featuring Master P And Mac,He Did That,14,2001-01-27
4th Avenue Jones',R.E.S.P.E.C.T.,15,2001-01-27
Suicide,Big Doe,16,2001-01-27
Memphis Bleek Featuring Jay-Z & Missy Elliott,Is That Your Chick,17,2001-01-27
Master P,Souljas,18,2001-01-27
Darkside Ballaz Featuring Twista,Peace Of Mind,19,2001-01-27
Track Squad,Poke It Out!,20,2001-01-27
Sunni Black Featuring Mother Superia,No! No! No!,21,2001-01-27
Jay-Z,I Just Wanna Love U (Give It 2 Me),22,2001-01-27
QB Finest,Da Bridge 2001,23,2001-01-27
Smut Peddlers,That Smut,24,2001-01-27
Freddie Foxxx Bumpy Knuckles,R.N.S.,25,2001-01-27
OutKast,Ms. Jackson,1,2001-02-03
Talib Kweli & Hi-Tek Featuring Vinia Mojica,The Blast,2,2001-02-03
Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Where I Wanna Be,3,2001-02-03
Mos Def & Pharoahe Monch Featuring Nate Dogg,Oh No,4,2001-02-03
The Bad Seed,Uhhnnhh,5,2001-02-03
Philly's Most Wanted,Cross The Border,6,2001-02-03
Sunni Black Featuring Mother Superia,No! No! No!,7,2001-02-03
Cage,Suicidal Failure,8,2001-02-03
Ludacris,Southern Hospitality,9,2001-02-03
Snoop Dogg Presents Doggys Angels Featuring LaToya,Baby If You're Ready,10,2001-02-03
Track Squad,Poke It Out!,11,2001-02-03
Smut Peddlers,That Smut,12,2001-02-03
D12,$#!* On You,13,2001-02-03
Darkside Ballaz Featuring Twista,Peace Of Mind,14,2001-02-03
Suicide,Big Doe,15,2001-02-03
Mystikal Featuring Nivea,Danger (Been So Long),16,2001-02-03
Ja Rule Featuring Lil' Mo & Vita,Put It On Me,17,2001-02-03
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,18,2001-02-03
"Jay-Z, Beanie Sigel And Memphis Bleek",Change The Game,19,2001-02-03
De La Soul Featuring Chaka Khan,All Good?,20,2001-02-03
Silkk The Shocker Featuring Master P And Mac,He Did That,21,2001-02-03
4th Avenue Jones',R.E.S.P.E.C.T.,22,2001-02-03
Jahari,Come Ride With Me,23,2001-02-03
Master P,Souljas,24,2001-02-03
Talib Kweli & Hi-Tek,Move Somethin',25,2001-02-03
OutKast,Ms. Jackson,1,2001-02-10
Mr. Short Khop Featuring Kokane,"Dollaz, Drank & Dank",2,2001-02-10
Papa Seville,The Wood,3,2001-02-10
Talib Kweli & Hi-Tek Featuring Vinia Mojica,The Blast,4,2001-02-10
The Bad Seed,Uhhnnhh,5,2001-02-10
Philly's Most Wanted,Cross The Border,6,2001-02-10
Snoop Dogg Presents Doggys Angels Featuring LaToya,Baby If You're Ready,7,2001-02-10
Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Where I Wanna Be,8,2001-02-10
Mos Def & Pharoahe Monch Featuring Nate Dogg,Oh No,9,2001-02-10
Cage,Suicidal Failure,10,2001-02-10
Ja Rule Featuring Lil' Mo & Vita,Put It On Me,11,2001-02-10
Ludacris,Southern Hospitality,12,2001-02-10
Sunni Black Featuring Mother Superia,No! No! No!,13,2001-02-10
Cocoa Brovaz,Get Up,14,2001-02-10
Track Squad,Poke It Out!,15,2001-02-10
Silkk The Shocker Featuring Master P And Mac,He Did That,16,2001-02-10
Mystikal Featuring Nivea,Danger (Been So Long),17,2001-02-10
Suicide,Big Doe,18,2001-02-10
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,19,2001-02-10
De La Soul Featuring Chaka Khan,All Good?,20,2001-02-10
"Jay-Z, Beanie Sigel And Memphis Bleek",Change The Game,21,2001-02-10
D12,$#!* On You,22,2001-02-10
Smut Peddlers,That Smut,23,2001-02-10
4th Avenue Jones',R.E.S.P.E.C.T.,24,2001-02-10
Darkside Ballaz Featuring Twista,Peace Of Mind,25,2001-02-10
OutKast,Ms. Jackson,1,2001-02-17
Mr. Short Khop Featuring Kokane,"Dollaz, Drank & Dank",2,2001-02-17
Papa Seville,The Wood,3,2001-02-17
Talib Kweli & Hi-Tek Featuring Vinia Mojica,The Blast,4,2001-02-17
Philly's Most Wanted,Cross The Border,5,2001-02-17
Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Where I Wanna Be,6,2001-02-17
The Bad Seed,Uhhnnhh,7,2001-02-17
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,8,2001-02-17
Cocoa Brovaz,Get Up,9,2001-02-17
De La Soul Featuring Chaka Khan,All Good?,10,2001-02-17
Track Squad,Poke It Out!,11,2001-02-17
Silkk The Shocker Featuring Master P And Mac,He Did That,12,2001-02-17
Ja Rule Featuring Lil' Mo & Vita,Put It On Me,13,2001-02-17
Sunni Black Featuring Mother Superia,No! No! No!,14,2001-02-17
Mos Def & Pharoahe Monch Featuring Nate Dogg,Oh No,15,2001-02-17
Snoop Dogg Presents Doggys Angels Featuring LaToya,Baby If You're Ready,16,2001-02-17
D12,$#!* On You,17,2001-02-17
Darkside Ballaz Featuring Twista,Peace Of Mind,18,2001-02-17
Ludacris,Southern Hospitality,19,2001-02-17
QB Finest,Da Bridge 2001,20,2001-02-17
"Jay-Z, Beanie Sigel And Memphis Bleek",Change The Game,21,2001-02-17
Cage,Suicidal Failure,22,2001-02-17
4th Avenue Jones',R.E.S.P.E.C.T.,23,2001-02-17
Suicide,Big Doe,24,2001-02-17
Mystikal Featuring Nivea,Danger (Been So Long),25,2001-02-17
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,1,2001-02-24
OutKast,Ms. Jackson,2,2001-02-24
Philly's Most Wanted,Cross The Border,3,2001-02-24
Mr. Short Khop Featuring Kokane,"Dollaz, Drank & Dank",4,2001-02-24
Papa Seville,The Wood,5,2001-02-24
Talib Kweli & Hi-Tek Featuring Vinia Mojica,The Blast,6,2001-02-24
Ludacris,Southern Hospitality,7,2001-02-24
Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Where I Wanna Be,8,2001-02-24
D12,$#!* On You,9,2001-02-24
4th Avenue Jones',R.E.S.P.E.C.T.,10,2001-02-24
The Bad Seed,Uhhnnhh,11,2001-02-24
Cash Money Millionaires,Project Chick,12,2001-02-24
Cocoa Brovaz,Get Up,13,2001-02-24
Ja Rule Featuring Lil' Mo & Vita,Put It On Me,14,2001-02-24
Snoop Dogg Presents Doggys Angels Featuring LaToya,Baby If You're Ready,15,2001-02-24
Silkk The Shocker Featuring Master P And Mac,He Did That,16,2001-02-24
Domino Featuring Diamonique,Like That,17,2001-02-24
Sunni Black Featuring Mother Superia,No! No! No!,18,2001-02-24
Mystikal Featuring Nivea,Danger (Been So Long),19,2001-02-24
Mos Def & Pharoahe Monch Featuring Nate Dogg,Oh No,20,2001-02-24
"Jay-Z, Beanie Sigel And Memphis Bleek",Change The Game,21,2001-02-24
Track Squad,Poke It Out!,22,2001-02-24
Master P,Souljas,23,2001-02-24
The Beatnuts,No Escapin' This,24,2001-02-24
De La Soul Featuring Chaka Khan,All Good?,25,2001-02-24
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,1,2001-03-03
OutKast,Ms. Jackson,2,2001-03-03
Philly's Most Wanted,Cross The Border,3,2001-03-03
Mr. Short Khop Featuring Kokane,"Dollaz, Drank & Dank",4,2001-03-03
Eve,Who's That Girl?,5,2001-03-03
D12,$#!* On You,6,2001-03-03
Papa Seville,The Wood,7,2001-03-03
The Bad Seed,Uhhnnhh,8,2001-03-03
Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Where I Wanna Be,9,2001-03-03
Talib Kweli & Hi-Tek Featuring Vinia Mojica,The Blast,10,2001-03-03
Ludacris,Southern Hospitality,11,2001-03-03
The Beatnuts,No Escapin' This,12,2001-03-03
Lil Bow Wow,Bow Wow (That's My Name),13,2001-03-03
Domino Featuring Diamonique,Like That,14,2001-03-03
Talib Kweli & Hi-Tek,Move Somethin',15,2001-03-03
Ja Rule Featuring Lil' Mo & Vita,Put It On Me,16,2001-03-03
Cocoa Brovaz,Get Up,17,2001-03-03
QB Finest,Da Bridge 2001,18,2001-03-03
Snoop Dogg Presents Doggys Angels Featuring LaToya,Baby If You're Ready,19,2001-03-03
Silkk The Shocker Featuring Master P And Mac,He Did That,20,2001-03-03
Mystikal Featuring Nivea,Danger (Been So Long),21,2001-03-03
Sunni Black Featuring Mother Superia,No! No! No!,22,2001-03-03
Track Squad,Poke It Out!,23,2001-03-03
Memphis Bleek Featuring Jay-Z,Do My...,24,2001-03-03
Phenomenon,Tha Rodeo,25,2001-03-03
Lil Bow Wow,Bow Wow (That's My Name),1,2001-03-10
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,2,2001-03-10
OutKast,Ms. Jackson,3,2001-03-10
Mr. Short Khop Featuring Kokane,"Dollaz, Drank & Dank",4,2001-03-10
Philly's Most Wanted,Cross The Border,5,2001-03-10
Phenomenon,Tha Rodeo,6,2001-03-10
The Bad Seed,Uhhnnhh,7,2001-03-10
Talib Kweli & Hi-Tek Featuring Vinia Mojica,The Blast,8,2001-03-10
Papa Seville,The Wood,9,2001-03-10
D12,$#!* On You,10,2001-03-10
Eve,Who's That Girl?,11,2001-03-10
Ludacris,Southern Hospitality,12,2001-03-10
Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Where I Wanna Be,13,2001-03-10
Cocoa Brovaz,Get Up,14,2001-03-10
Domino Featuring Diamonique,Like That,15,2001-03-10
City High,What Would You Do?,16,2001-03-10
QB Finest,Da Bridge 2001,17,2001-03-10
The Beatnuts,No Escapin' This,18,2001-03-10
Mystikal Featuring Nivea,Danger (Been So Long),19,2001-03-10
Sunni Black Featuring Mother Superia,No! No! No!,20,2001-03-10
4th Avenue Jones',R.E.S.P.E.C.T.,21,2001-03-10
Suicide,Big Doe,22,2001-03-10
Silkk The Shocker Featuring Master P And Mac,He Did That,23,2001-03-10
Ja Rule Featuring Lil' Mo & Vita,Put It On Me,24,2001-03-10
Cash Money Millionaires,Project Chick,25,2001-03-10
Lil Bow Wow,Bow Wow (That's My Name),1,2001-03-17
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,2,2001-03-17
City High,What Would You Do?,3,2001-03-17
OutKast,Ms. Jackson,4,2001-03-17
Mr. Short Khop Featuring Kokane,"Dollaz, Drank & Dank",5,2001-03-17
Philly's Most Wanted,Cross The Border,6,2001-03-17
Papa Seville,The Wood,7,2001-03-17
D12,$#!* On You,8,2001-03-17
The Bad Seed,Uhhnnhh,9,2001-03-17
Talib Kweli & Hi-Tek Featuring Vinia Mojica,The Blast,10,2001-03-17
Phenomenon,Tha Rodeo,11,2001-03-17
Ludacris,Southern Hospitality,12,2001-03-17
Domino Featuring Diamonique,Like That,13,2001-03-17
"Missy ""Misdemeanor"" Elliott",Get Ur Freak On,14,2001-03-17
The Beatnuts,No Escapin' This,15,2001-03-17
Cocoa Brovaz,Get Up,16,2001-03-17
QB Finest,Da Bridge 2001,17,2001-03-17
Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Where I Wanna Be,18,2001-03-17
M.O.P.,Ante Up (Robbing-Hoodz Theory),19,2001-03-17
Kodiak,Cash Burns Fast,20,2001-03-17
Talib Kweli & Hi-Tek,Move Somethin',21,2001-03-17
Iconz Featuring Tony Manshino,Get Crunked Up,22,2001-03-17
Trick Daddy Featuring The SNS Express,Take It To Da House,23,2001-03-17
4th Avenue Jones',R.E.S.P.E.C.T.,24,2001-03-17
Eve,Who's That Girl?,25,2001-03-17
Lil Bow Wow,Bow Wow (That's My Name),1,2001-03-24
City High,What Would You Do?,2,2001-03-24
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,3,2001-03-24
OutKast,Ms. Jackson,4,2001-03-24
Mr. Short Khop Featuring Kokane,"Dollaz, Drank & Dank",5,2001-03-24
Philly's Most Wanted,Cross The Border,6,2001-03-24
The Bad Seed,Uhhnnhh,7,2001-03-24
"Missy ""Misdemeanor"" Elliott",Get Ur Freak On,8,2001-03-24
D12,$#!* On You,9,2001-03-24
Papa Seville,The Wood,10,2001-03-24
Domino Featuring Diamonique,Like That,11,2001-03-24
Phenomenon,Tha Rodeo,12,2001-03-24
4th Avenue Jones',R.E.S.P.E.C.T.,13,2001-03-24
Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Where I Wanna Be,14,2001-03-24
Eve,Who's That Girl?,15,2001-03-24
Ludacris,Southern Hospitality,16,2001-03-24
QB Finest,Da Bridge 2001,17,2001-03-24
The Beatnuts,No Escapin' This,18,2001-03-24
Talib Kweli & Hi-Tek Featuring Vinia Mojica,The Blast,19,2001-03-24
Kodiak,Cash Burns Fast,20,2001-03-24
Trick Daddy Featuring The SNS Express,Take It To Da House,21,2001-03-24
Lady Saw & Marsha,Son Of A B!t<h,22,2001-03-24
Iconz Featuring Tony Manshino,Get Crunked Up,23,2001-03-24
Ja Rule Featuring Lil' Mo & Vita,Put It On Me,24,2001-03-24
Talib Kweli & Hi-Tek,Move Somethin',25,2001-03-24
Lil Bow Wow,Bow Wow (That's My Name),1,2001-03-31
City High,What Would You Do?,2,2001-03-31
The Black Eyed Peas Featuring Macy Gray,Request Line,3,2001-03-31
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,4,2001-03-31
Mr. Short Khop Featuring Kokane,"Dollaz, Drank & Dank",5,2001-03-31
OutKast,Ms. Jackson,6,2001-03-31
Philly's Most Wanted,Cross The Border,7,2001-03-31
The Bad Seed,Uhhnnhh,8,2001-03-31
D12,$#!* On You,9,2001-03-31
Phenomenon,Tha Rodeo,10,2001-03-31
Papa Seville,The Wood,11,2001-03-31
Jay-Z Featuring R. Kelly,Guilty Until Proven Innocent,12,2001-03-31
Domino Featuring Diamonique,Like That,13,2001-03-31
"Missy ""Misdemeanor"" Elliott",Get Ur Freak On,14,2001-03-31
Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Where I Wanna Be,15,2001-03-31
Ludacris,Southern Hospitality,16,2001-03-31
Eve,Who's That Girl?,17,2001-03-31
The Beatnuts,No Escapin' This,18,2001-03-31
Lady Saw & Marsha,Son Of A B!t<h,19,2001-03-31
M.O.P.,Ante Up (Robbing-Hoodz Theory),20,2001-03-31
Trick Daddy Featuring The SNS Express,Take It To Da House,21,2001-03-31
Cocoa Brovaz,Get Up,22,2001-03-31
4th Avenue Jones',R.E.S.P.E.C.T.,23,2001-03-31
Talib Kweli & Hi-Tek Featuring Vinia Mojica,The Blast,24,2001-03-31
Iconz Featuring Tony Manshino,Get Crunked Up,25,2001-03-31
City High,What Would You Do?,1,2001-04-07
Lil Bow Wow,Bow Wow (That's My Name),2,2001-04-07
The Black Eyed Peas Featuring Macy Gray,Request Line,3,2001-04-07
"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,4,2001-04-07
